---------- Players ----------
Player 0: suggest
Player 1: anton
Player 2: newcombe
Player 3: brian
Player 4: jonestown
Player 5: massacre
Player 6: could
Player 7: also
Player 8: use
Player 9: therapy
Player 10: putting
Player 11: mildly.
Player 12: dig!
Player 13: grand
Player 14: jury
Player 15: prize
Player 16: sundance,
Player 17: watch
Player 18: band
Player 19: self - sabotage
Player 20: seven
Player 21: years,
Player 22: ex - friends
Player 23: contemporaries
Player 24: dandy
Player 25: warhols
Player 26: rise
Player 27: comparative
Player 28: greatness
Player 29: ( a
Player 30: mobile
Player 31: phone
Player 32: advert,
Player 33: anyway ).
Player 34: elevates
Player 35: dig!
Player 36: contemporaries
Player 37: immense,
Player 38: near - biblical
Player 39: comic - tragedy
Player 40: played
Player 41: out :
Player 42: depressingly
Player 43: honest
Player 44: treatise
Player 45: art
Player 46: versus
Player 47: commerce
Player 48: compromise.
Player 49: look
Player 50: me,
Player 51: i'm
Player 52: bloody
Player 53: genius
Player 54: "
Player 55: posturing,
Player 56: newcombe
Player 57: fact
Player 58: revealed
Player 59: singularly
Player 60: gifted,
Player 61: immensely
Player 62: troubled,
Player 63: musician
Player 64: -
Player 65: far
Player 66: talented
Player 67: rival,
Player 68: dandy's
Player 69: courtney
Player 70: taylor
---------- AND Interactions (Pairwise Only) ----------
I(34,36): 3.8562686443328857	 ([elevates][contemporaries])
I(37,39): 0.7054206132888794	 ([immense,][comic - tragedy])
I(23,34): 0.7030658721923828	 ([contemporaries][elevates])
I(24,56): -0.6922982931137085	 ([dandy][newcombe])
I(4,68): -0.6823657751083374	 ([jonestown][dandy's])
I(62,63): -0.6820672154426575	 ([troubled,][musician])
I(22,24): -0.6782436966896057	 ([ex - friends][dandy])
I(42,51): 0.6722524166107178	 ([depressingly][i'm])
I(56,68): -0.6690362691879272	 ([newcombe][dandy's])
I(40,41): 0.6653951406478882	 ([played][out :])
I(34,35): -0.6507298946380615	 ([elevates][dig!])
I(39,42): 0.6426193714141846	 ([comic - tragedy][depressingly])
I(8,9): -0.6424643993377686	 ([use][therapy])
I(19,63): -0.6354817152023315	 ([self - sabotage][musician])
I(16,34): 0.6285521984100342	 ([sundance,][elevates])
I(37,49): 0.6217359304428101	 ([immense,][look])
I(27,34): -0.6210346221923828	 ([comparative][elevates])
I(39,55): -0.6195183992385864	 ([comic - tragedy][posturing,])
I(4,24): -0.6187487840652466	 ([jonestown][dandy])
I(5,52): 0.6118276119232178	 ([massacre][bloody])
I(5,34): 0.6066089868545532	 ([massacre][elevates])
I(3,24): -0.6023932695388794	 ([brian][dandy])
I(43,48): 0.5813508033752441	 ([honest][compromise.])
I(26,28): -0.5737351775169373	 ([rise][greatness])
I(13,19): -0.5734221935272217	 ([grand][self - sabotage])
I(8,11): 0.5732535123825073	 ([use][mildly.])
I(34,40): 0.5688934326171875	 ([elevates][played])
I(19,24): -0.5658085346221924	 ([self - sabotage][dandy])
I(42,49): 0.559999942779541	 ([depressingly][look])
I(44,49): 0.5572429895401001	 ([treatise][look])
I(34,49): 0.5523459911346436	 ([elevates][look])
I(10,11): 0.5498816967010498	 ([putting][mildly.])
I(10,12): -0.5453088283538818	 ([putting][dig!])
I(18,19): -0.5390079021453857	 ([band][self - sabotage])
I(46,47): 0.5358978509902954	 ([versus][commerce])
I(39,48): 0.5293238162994385	 ([comic - tragedy][compromise.])
I(46,48): 0.5258910655975342	 ([versus][compromise.])
I(14,21): 0.5234153866767883	 ([jury][years,])
I(5,39): 0.5194071531295776	 ([massacre][comic - tragedy])
I(33,42): -0.5076749324798584	 ([anyway ).][depressingly])
I(34,44): -0.5065898895263672	 ([elevates][treatise])
I(16,24): -0.5005794763565063	 ([sundance,][dandy])
I(22,23): -0.4978529214859009	 ([ex - friends][contemporaries])
I(43,45): 0.4959753751754761	 ([honest][art])
I(68,70): -0.4935321807861328	 ([dandy's][taylor])
I(14,16): 0.4932270050048828	 ([jury][sundance,])
I(0,9): -0.490850567817688	 ([suggest][therapy])
I(47,48): 0.4881519079208374	 ([commerce][compromise.])
I(11,42): 0.48740696907043457	 ([mildly.][depressingly])
I(2,68): -0.4873473644256592	 ([newcombe][dandy's])
I(19,56): -0.48573386669158936	 ([self - sabotage][newcombe])
I(51,53): 0.4847465753555298	 ([i'm][genius])
I(61,68): -0.4819791316986084	 ([immensely][dandy's])
I(33,34): 0.47294044494628906	 ([anyway ).][elevates])
I(11,37): -0.4712684154510498	 ([mildly.][immense,])
I(43,52): 0.4710078239440918	 ([honest][bloody])
I(31,32): 0.466719388961792	 ([phone][advert,])
I(22,34): 0.46448540687561035	 ([ex - friends][elevates])
I(5,49): 0.4641299247741699	 ([massacre][look])
I(23,28): -0.4617244005203247	 ([contemporaries][greatness])
I(33,52): -0.46037721633911133	 ([anyway ).][bloody])
I(17,21): 0.45205217599868774	 ([watch][years,])
I(42,44): -0.4520425796508789	 ([depressingly][treatise])
I(37,44): -0.44560134410858154	 ([immense,][treatise])
I(5,14): 0.4421863555908203	 ([massacre][jury])
I(13,42): -0.44167637825012207	 ([grand][depressingly])
I(24,42): -0.4399597644805908	 ([dandy][depressingly])
I(2,9): -0.4382137060165405	 ([newcombe][therapy])
I(38,42): -0.4332401752471924	 ([near - biblical][depressingly])
I(21,26): -0.43322861194610596	 ([years,][rise])
I(2,19): -0.4322230815887451	 ([newcombe][self - sabotage])
I(9,10): -0.4311178922653198	 ([therapy][putting])
I(1,2): -0.42841243743896484	 ([anton][newcombe])
I(23,42): -0.42666053771972656	 ([contemporaries][depressingly])
I(42,58): 0.4261505603790283	 ([depressingly][revealed])
I(34,41): -0.42440366744995117	 ([elevates][out :])
I(22,37): 0.423700213432312	 ([ex - friends][immense,])
I(45,48): 0.4210745096206665	 ([art][compromise.])
I(52,55): -0.4192819595336914	 ([bloody][posturing,])
I(67,68): 0.41705238819122314	 ([rival,][dandy's])
I(3,56): -0.41455936431884766	 ([brian][newcombe])
I(40,53): -0.4125410318374634	 ([played][genius])
I(23,36): -0.40694791078567505	 ([contemporaries][contemporaries])
I(21,52): -0.40440911054611206	 ([years,][bloody])
I(49,62): 0.4043954014778137	 ([look][troubled,])
I(3,61): -0.40319907665252686	 ([brian][immensely])
I(11,16): 0.4031379222869873	 ([mildly.][sundance,])
I(12,52): 0.4019029140472412	 ([dig!][bloody])
I(30,32): 0.3992043733596802	 ([mobile][advert,])
I(60,61): -0.3987621068954468	 ([gifted,][immensely])
I(46,52): 0.3957955837249756	 ([versus][bloody])
I(61,62): 0.3938676714897156	 ([immensely][troubled,])
I(28,58): 0.3930635452270508	 ([greatness][revealed])
I(5,32): 0.38941359519958496	 ([massacre][advert,])
I(2,37): -0.3884786367416382	 ([newcombe][immense,])
I(36,39): 0.38844746351242065	 ([contemporaries][comic - tragedy])
I(10,22): -0.38797688484191895	 ([putting][ex - friends])
I(37,68): -0.38765835762023926	 ([immense,][dandy's])
I(42,69): 0.3863253593444824	 ([depressingly][courtney])
I(1,68): -0.38578224182128906	 ([anton][dandy's])
I(39,41): -0.38463056087493896	 ([comic - tragedy][out :])
I(21,28): -0.3832661509513855	 ([years,][greatness])
I(17,49): 0.38315749168395996	 ([watch][look])
I(2,48): -0.38265395164489746	 ([newcombe][compromise.])
I(11,22): -0.37668299674987793	 ([mildly.][ex - friends])
I(45,49): 0.37666821479797363	 ([art][look])
I(36,42): -0.3744542598724365	 ([contemporaries][depressingly])
I(19,22): -0.37433624267578125	 ([self - sabotage][ex - friends])
I(9,48): 0.3726423978805542	 ([therapy][compromise.])
I(16,32): 0.36995840072631836	 ([sundance,][advert,])
I(14,32): 0.36849522590637207	 ([jury][advert,])
I(34,55): -0.3648395538330078	 ([elevates][posturing,])
I(41,48): 0.3623770475387573	 ([out :][compromise.])
I(30,31): -0.3619157075881958	 ([mobile][phone])
I(40,42): 0.35640907287597656	 ([played][depressingly])
I(29,34): -0.3534538745880127	 ([( a][elevates])
I(34,42): -0.3506176471710205	 ([elevates][depressingly])
I(23,26): -0.3504810929298401	 ([contemporaries][rise])
I(24,48): -0.3498908281326294	 ([dandy][compromise.])
I(43,47): 0.349318265914917	 ([honest][commerce])
I(19,39): -0.34885919094085693	 ([self - sabotage][comic - tragedy])
I(34,45): 0.34802770614624023	 ([elevates][art])
I(28,41): 0.3474247455596924	 ([greatness][out :])
I(1,5): 0.3467952013015747	 ([anton][massacre])
I(12,32): 0.34536194801330566	 ([dig!][advert,])
I(24,37): -0.3447744846343994	 ([dandy][immense,])
I(14,15): 0.34462761878967285	 ([jury][prize])
I(24,34): -0.3444843292236328	 ([dandy][elevates])
I(51,52): 0.34445369243621826	 ([i'm][bloody])
I(2,44): -0.343703031539917	 ([newcombe][treatise])
I(51,55): -0.34236395359039307	 ([i'm][posturing,])
I(15,42): 0.3405437469482422	 ([prize][depressingly])
I(1,24): -0.33981722593307495	 ([anton][dandy])
I(3,19): -0.33914005756378174	 ([brian][self - sabotage])
I(0,11): 0.3379812240600586	 ([suggest][mildly.])
I(0,1): -0.3371337652206421	 ([suggest][anton])
I(32,59): 0.3361586332321167	 ([advert,][singularly])
I(2,3): -0.33570337295532227	 ([newcombe][brian])
I(19,25): -0.3354635238647461	 ([self - sabotage][warhols])
I(37,58): 0.33538103103637695	 ([immense,][revealed])
I(16,26): 0.3349200487136841	 ([sundance,][rise])
I(39,56): -0.33341312408447266	 ([comic - tragedy][newcombe])
I(22,52): -0.3333151340484619	 ([ex - friends][bloody])
I(11,53): -0.33248698711395264	 ([mildly.][genius])
I(59,66): -0.33232855796813965	 ([singularly][talented])
I(28,44): -0.33225345611572266	 ([greatness][treatise])
I(19,30): -0.33204448223114014	 ([self - sabotage][mobile])
I(25,32): 0.33087778091430664	 ([warhols][advert,])
I(11,26): 0.3299534320831299	 ([mildly.][rise])
I(27,32): 0.32995176315307617	 ([comparative][advert,])
I(24,61): -0.3292630910873413	 ([dandy][immensely])
I(17,22): 0.32911819219589233	 ([watch][ex - friends])
I(25,34): 0.32790684700012207	 ([warhols][elevates])
I(43,62): 0.32789868116378784	 ([honest][troubled,])
I(16,68): -0.32656538486480713	 ([sundance,][dandy's])
I(16,45): 0.3262854814529419	 ([sundance,][art])
I(6,9): -0.32292306423187256	 ([could][therapy])
I(5,27): 0.3216989040374756	 ([massacre][comparative])
I(50,51): -0.32117724418640137	 ([me,][i'm])
I(45,50): 0.3201562166213989	 ([art][me,])
I(5,21): -0.3196408152580261	 ([massacre][years,])
I(28,34): -0.31882429122924805	 ([greatness][elevates])
I(2,24): -0.3186753988265991	 ([newcombe][dandy])
I(16,37): 0.3154252767562866	 ([sundance,][immense,])
I(19,34): -0.31442928314208984	 ([self - sabotage][elevates])
I(58,66): 0.3141273260116577	 ([revealed][talented])
I(51,68): -0.3102635145187378	 ([i'm][dandy's])
I(39,50): 0.30966103076934814	 ([comic - tragedy][me,])
I(42,43): 0.3076956272125244	 ([depressingly][honest])
I(21,23): -0.30607885122299194	 ([years,][contemporaries])
I(3,69): -0.30415618419647217	 ([brian][courtney])
I(34,63): 0.3030829429626465	 ([elevates][musician])
I(48,59): -0.30227130651474	 ([compromise.][singularly])
I(39,61): -0.301558256149292	 ([comic - tragedy][immensely])
I(16,19): -0.3014860153198242	 ([sundance,][self - sabotage])
I(2,27): -0.300037145614624	 ([newcombe][comparative])
I(49,56): -0.2980881929397583	 ([look][newcombe])
I(53,55): 0.29787367582321167	 ([genius][posturing,])
I(42,53): -0.2976968288421631	 ([depressingly][genius])
I(26,44): -0.2975815534591675	 ([rise][treatise])
I(19,28): -0.2975790500640869	 ([self - sabotage][greatness])
I(39,44): 0.29736340045928955	 ([comic - tragedy][treatise])
I(41,44): 0.29672062397003174	 ([out :][treatise])
I(38,52): -0.2955547571182251	 ([near - biblical][bloody])
I(53,54): 0.2955130338668823	 ([genius]["])
I(24,27): -0.29454123973846436	 ([dandy][comparative])
I(34,48): -0.2938385009765625	 ([elevates][compromise.])
I(18,63): -0.2938178777694702	 ([band][musician])
I(42,63): -0.2938028573989868	 ([depressingly][musician])
I(3,5): 0.29234766960144043	 ([brian][massacre])
I(5,12): 0.2917814254760742	 ([massacre][dig!])
I(5,69): 0.2912178039550781	 ([massacre][courtney])
I(4,34): 0.2903411388397217	 ([jonestown][elevates])
I(21,22): -0.2888171076774597	 ([years,][ex - friends])
I(25,26): 0.287680983543396	 ([warhols][rise])
I(19,60): -0.2876793146133423	 ([self - sabotage][gifted,])
I(37,55): -0.28718090057373047	 ([immense,][posturing,])
I(12,14): 0.28654003143310547	 ([dig!][jury])
I(11,68): 0.2863001823425293	 ([mildly.][dandy's])
I(0,37): -0.28198879957199097	 ([suggest][immense,])
I(29,32): 0.2819712162017822	 ([( a][advert,])
I(5,16): 0.28116679191589355	 ([massacre][sundance,])
I(19,61): -0.28104448318481445	 ([self - sabotage][immensely])
I(52,70): 0.28089356422424316	 ([bloody][taylor])
I(17,48): 0.2804950475692749	 ([watch][compromise.])
I(12,19): -0.27857112884521484	 ([dig!][self - sabotage])
I(30,49): -0.2780112028121948	 ([mobile][look])
I(26,58): 0.27678704261779785	 ([rise][revealed])
I(33,45): 0.27665209770202637	 ([anyway ).][art])
I(5,37): -0.27647483348846436	 ([massacre][immense,])
I(48,55): -0.276289165019989	 ([compromise.][posturing,])
I(14,28): 0.27625739574432373	 ([jury][greatness])
I(3,37): -0.2759186029434204	 ([brian][immense,])
I(50,55): -0.2751866579055786	 ([me,][posturing,])
I(32,35): 0.2749210596084595	 ([advert,][dig!])
I(34,51): -0.274042010307312	 ([elevates][i'm])
I(3,70): -0.27309954166412354	 ([brian][taylor])
I(55,62): -0.27305448055267334	 ([posturing,][troubled,])
I(14,18): 0.2726585865020752	 ([jury][band])
I(21,36): -0.27242302894592285	 ([years,][contemporaries])
I(2,28): -0.27126145362854004	 ([newcombe][greatness])
I(14,49): 0.27081799507141113	 ([jury][look])
I(16,48): 0.2707613706588745	 ([sundance,][compromise.])
I(4,11): -0.2704143524169922	 ([jonestown][mildly.])
I(21,48): -0.2703979015350342	 ([years,][compromise.])
I(52,68): 0.2693912982940674	 ([bloody][dandy's])
I(46,62): 0.26810187101364136	 ([versus][troubled,])
I(4,42): 0.2676205635070801	 ([jonestown][depressingly])
I(5,41): 0.26688170433044434	 ([massacre][out :])
I(18,22): -0.2660071849822998	 ([band][ex - friends])
I(5,51): 0.2646075487136841	 ([massacre][i'm])
I(32,36): -0.2643973231315613	 ([advert,][contemporaries])
I(2,62): -0.26424628496170044	 ([newcombe][troubled,])
I(42,59): -0.26417267322540283	 ([depressingly][singularly])
I(45,56): -0.2636115550994873	 ([art][newcombe])
I(34,43): 0.26313138008117676	 ([elevates][honest])
I(4,62): -0.26299262046813965	 ([jonestown][troubled,])
I(34,57): 0.26265764236450195	 ([elevates][fact])
I(14,39): 0.261807918548584	 ([jury][comic - tragedy])
I(0,2): -0.26177167892456055	 ([suggest][newcombe])
I(50,62): 0.2601774334907532	 ([me,][troubled,])
I(5,15): 0.2596781253814697	 ([massacre][prize])
I(32,69): 0.2584352493286133	 ([advert,][courtney])
I(42,68): -0.25757336616516113	 ([depressingly][dandy's])
I(53,58): 0.2573976516723633	 ([genius][revealed])
I(34,62): 0.25725752115249634	 ([elevates][troubled,])
I(5,46): 0.25658082962036133	 ([massacre][versus])
I(28,36): -0.25653260946273804	 ([greatness][contemporaries])
I(41,42): 0.256270170211792	 ([out :][depressingly])
I(52,69): 0.25602030754089355	 ([bloody][courtney])
I(18,68): -0.25452721118927	 ([band][dandy's])
I(59,67): -0.2545156478881836	 ([singularly][rival,])
I(52,54): 0.25443053245544434	 ([bloody]["])
I(47,62): 0.25413018465042114	 ([commerce][troubled,])
I(14,26): 0.2540140151977539	 ([jury][rise])
I(10,66): -0.25391995906829834	 ([putting][talented])
I(33,40): 0.2538450360298157	 ([anyway ).][played])
I(11,30): -0.2532140016555786	 ([mildly.][mobile])
I(27,42): 0.2528114318847656	 ([comparative][depressingly])
I(15,49): 0.25223422050476074	 ([prize][look])
I(2,45): -0.2512570023536682	 ([newcombe][art])
I(41,45): -0.25079333782196045	 ([out :][art])
I(11,41): 0.25030016899108887	 ([mildly.][out :])
I(42,65): -0.25008368492126465	 ([depressingly][far])
I(14,37): 0.2483532428741455	 ([jury][immense,])
I(42,57): -0.24833154678344727	 ([depressingly][fact])
I(16,27): 0.24622416496276855	 ([sundance,][comparative])
I(5,23): -0.24555754661560059	 ([massacre][contemporaries])
I(32,60): -0.2454369068145752	 ([advert,][gifted,])
I(14,38): -0.24511682987213135	 ([jury][near - biblical])
I(45,52): 0.2448105812072754	 ([art][bloody])
I(9,55): -0.24472582340240479	 ([therapy][posturing,])
I(29,30): 0.24457955360412598	 ([( a][mobile])
I(12,37): -0.24457812309265137	 ([dig!][immense,])
I(49,55): -0.24449968338012695	 ([look][posturing,])
I(0,42): 0.2442014217376709	 ([suggest][depressingly])
I(30,42): -0.243688702583313	 ([mobile][depressingly])
I(37,43): 0.2436147928237915	 ([immense,][honest])
I(31,36): -0.2429308295249939	 ([phone][contemporaries])
I(43,49): 0.24284839630126953	 ([honest][look])
I(19,37): -0.2422095537185669	 ([self - sabotage][immense,])
I(44,55): -0.2418208122253418	 ([treatise][posturing,])
I(5,62): 0.24173098802566528	 ([massacre][troubled,])
I(2,32): 0.24036431312561035	 ([newcombe][advert,])
I(2,42): -0.24032902717590332	 ([newcombe][depressingly])
I(40,43): -0.24015426635742188	 ([played][honest])
I(27,52): 0.23972034454345703	 ([comparative][bloody])
I(34,59): -0.2394174337387085	 ([elevates][singularly])
I(39,62): 0.23932915925979614	 ([comic - tragedy][troubled,])
I(11,59): 0.23908698558807373	 ([mildly.][singularly])
I(48,67): -0.2387608289718628	 ([compromise.][rival,])
I(19,31): -0.23813629150390625	 ([self - sabotage][phone])
I(32,62): -0.2379278540611267	 ([advert,][troubled,])
I(13,62): -0.23742073774337769	 ([grand][troubled,])
I(30,36): -0.23741406202316284	 ([mobile][contemporaries])
I(58,60): 0.23659729957580566	 ([revealed][gifted,])
I(41,53): 0.23620665073394775	 ([out :][genius])
I(5,9): 0.23580682277679443	 ([massacre][therapy])
I(18,42): -0.2353072166442871	 ([band][depressingly])
I(19,52): -0.23457765579223633	 ([self - sabotage][bloody])
I(13,15): -0.23452484607696533	 ([grand][prize])
I(18,39): -0.23451220989227295	 ([band][comic - tragedy])
I(11,32): 0.2341454029083252	 ([mildly.][advert,])
I(10,52): -0.23328256607055664	 ([putting][bloody])
I(22,36): -0.23252904415130615	 ([ex - friends][contemporaries])
I(21,67): -0.23234647512435913	 ([years,][rival,])
I(32,34): -0.23105120658874512	 ([advert,][elevates])
I(19,46): 0.23102259635925293	 ([self - sabotage][versus])
I(27,39): 0.23080003261566162	 ([comparative][comic - tragedy])
I(26,32): -0.23065102100372314	 ([rise][advert,])
I(5,6): -0.2305152416229248	 ([massacre][could])
I(37,61): -0.23050165176391602	 ([immense,][immensely])
I(17,44): -0.23039650917053223	 ([watch][treatise])
I(41,60): -0.22994017601013184	 ([out :][gifted,])
I(33,35): -0.2298036813735962	 ([anyway ).][dig!])
I(9,62): 0.22899585962295532	 ([therapy][troubled,])
I(52,61): 0.228684663772583	 ([bloody][immensely])
I(3,39): -0.22864854335784912	 ([brian][comic - tragedy])
I(43,50): 0.22826886177062988	 ([honest][me,])
I(69,70): 0.22816181182861328	 ([courtney][taylor])
I(42,66): -0.2281191349029541	 ([depressingly][talented])
I(2,49): -0.2271108627319336	 ([newcombe][look])
I(14,48): 0.2252718210220337	 ([jury][compromise.])
I(5,58): 0.2245403528213501	 ([massacre][revealed])
I(46,67): 0.22277212142944336	 ([versus][rival,])
I(9,68): -0.22206604480743408	 ([therapy][dandy's])
I(59,61): -0.2220548391342163	 ([singularly][immensely])
I(36,49): 0.22201281785964966	 ([contemporaries][look])
I(16,52): -0.22144865989685059	 ([sundance,][bloody])
I(35,42): -0.22137761116027832	 ([dig!][depressingly])
I(0,28): -0.220872163772583	 ([suggest][greatness])
I(24,51): -0.2205713987350464	 ([dandy][i'm])
I(37,48): -0.22050487995147705	 ([immense,][compromise.])
I(27,37): -0.21923315525054932	 ([comparative][immense,])
I(16,28): 0.21844470500946045	 ([sundance,][greatness])
I(14,45): 0.21772527694702148	 ([jury][art])
I(19,26): -0.21732032299041748	 ([self - sabotage][rise])
I(9,32): -0.21712124347686768	 ([therapy][advert,])
I(48,60): -0.2165321707725525	 ([compromise.][gifted,])
I(17,26): 0.21581923961639404	 ([watch][rise])
I(9,23): 0.21564173698425293	 ([therapy][contemporaries])
I(26,33): -0.21561938524246216	 ([rise][anyway ).])
I(61,63): -0.215326189994812	 ([immensely][musician])
I(22,62): 0.21521741151809692	 ([ex - friends][troubled,])
I(29,37): -0.21518898010253906	 ([( a][immense,])
I(17,34): 0.21488189697265625	 ([watch][elevates])
I(3,12): -0.21482419967651367	 ([brian][dig!])
I(58,59): -0.21472525596618652	 ([revealed][singularly])
I(19,69): -0.21461725234985352	 ([self - sabotage][courtney])
I(44,60): -0.21452093124389648	 ([treatise][gifted,])
I(19,53): -0.21444904804229736	 ([self - sabotage][genius])
I(15,34): -0.21443486213684082	 ([prize][elevates])
I(2,61): -0.21410834789276123	 ([newcombe][immensely])
I(14,23): 0.21386289596557617	 ([jury][contemporaries])
I(4,32): 0.21375536918640137	 ([jonestown][advert,])
I(10,42): -0.21285486221313477	 ([putting][depressingly])
I(0,4): -0.2127704620361328	 ([suggest][jonestown])
I(34,65): 0.21226835250854492	 ([elevates][far])
I(10,19): -0.21220099925994873	 ([putting][self - sabotage])
I(2,39): -0.21184515953063965	 ([newcombe][comic - tragedy])
I(9,19): 0.211783766746521	 ([therapy][self - sabotage])
I(14,44): 0.21168148517608643	 ([jury][treatise])
I(34,52): -0.21097052097320557	 ([elevates][bloody])
I(25,45): 0.21083009243011475	 ([warhols][art])
I(17,19): -0.21027421951293945	 ([watch][self - sabotage])
I(3,30): -0.21024024486541748	 ([brian][mobile])
I(16,55): -0.21015572547912598	 ([sundance,][posturing,])
I(2,34): -0.2098541259765625	 ([newcombe][elevates])
I(5,10): -0.20984315872192383	 ([massacre][putting])
I(13,52): -0.20959830284118652	 ([grand][bloody])
I(16,51): 0.20893847942352295	 ([sundance,][i'm])
I(13,41): -0.20865821838378906	 ([grand][out :])
I(27,53): -0.20840108394622803	 ([comparative][genius])
I(34,68): -0.20836138725280762	 ([elevates][dandy's])
I(4,39): -0.2083141803741455	 ([jonestown][comic - tragedy])
I(30,39): -0.2074434757232666	 ([mobile][comic - tragedy])
I(60,62): 0.20726197957992554	 ([gifted,][troubled,])
I(12,34): -0.20684337615966797	 ([dig!][elevates])
I(14,19): -0.20677900314331055	 ([jury][self - sabotage])
I(2,14): 0.2060316801071167	 ([newcombe][jury])
I(48,66): -0.20563501119613647	 ([compromise.][talented])
I(10,39): -0.20558655261993408	 ([putting][comic - tragedy])
I(45,68): -0.20517045259475708	 ([art][dandy's])
I(45,46): 0.20400846004486084	 ([art][versus])
I(11,66): -0.20360231399536133	 ([mildly.][talented])
I(12,42): 0.20358777046203613	 ([dig!][depressingly])
I(24,62): -0.20350605249404907	 ([dandy][troubled,])
I(21,50): 0.20259279012680054	 ([years,][me,])
I(31,44): -0.2019701600074768	 ([phone][treatise])
I(41,58): -0.20102345943450928	 ([out :][revealed])
I(19,45): -0.20078063011169434	 ([self - sabotage][art])
I(11,61): -0.20046639442443848	 ([mildly.][immensely])
I(21,33): -0.2002686858177185	 ([years,][anyway ).])
I(47,50): 0.19958341121673584	 ([commerce][me,])
I(14,17): 0.1992499828338623	 ([jury][watch])
I(30,53): -0.1984785795211792	 ([mobile][genius])
I(2,36): -0.19847625494003296	 ([newcombe][contemporaries])
I(39,45): 0.19834482669830322	 ([comic - tragedy][art])
I(9,63): -0.19824278354644775	 ([therapy][musician])
I(51,60): -0.19821012020111084	 ([i'm][gifted,])
I(42,61): -0.1978771686553955	 ([depressingly][immensely])
I(28,50): 0.19769418239593506	 ([greatness][me,])
I(32,58): -0.196402907371521	 ([advert,][revealed])
I(19,59): -0.19599926471710205	 ([self - sabotage][singularly])
I(27,44): -0.19479596614837646	 ([comparative][treatise])
I(12,28): 0.19443106651306152	 ([dig!][greatness])
I(19,62): 0.1943485140800476	 ([self - sabotage][troubled,])
I(24,28): -0.19395482540130615	 ([dandy][greatness])
I(45,58): 0.1939471960067749	 ([art][revealed])
I(11,12): -0.19389915466308594	 ([mildly.][dig!])
I(42,47): -0.19303858280181885	 ([depressingly][commerce])
I(11,47): -0.19280850887298584	 ([mildly.][commerce])
I(28,35): -0.1924688220024109	 ([greatness][dig!])
I(23,52): -0.19238710403442383	 ([contemporaries][bloody])
I(44,52): -0.19216668605804443	 ([treatise][bloody])
I(21,41): -0.19194787740707397	 ([years,][out :])
I(21,59): -0.1915683150291443	 ([years,][singularly])
I(3,22): -0.19103580713272095	 ([brian][ex - friends])
I(45,47): -0.19054526090621948	 ([art][commerce])
I(22,68): -0.1901158094406128	 ([ex - friends][dandy's])
I(39,43): 0.19000005722045898	 ([comic - tragedy][honest])
