---------- AND Interactions ----------
I(49,50): 3.761897563934326	 ([surprisingly][bad,])
I(50,56): -0.5391985177993774	 ([bad,][good,])
I(0,7): -0.525757908821106	 ([spoiler][killer])
I(1): 0.5231951475143433	 ([warning.])
I(36,47): 0.5149639844894409	 ([characters][awful,])
I(7,55): 0.5145523548126221	 ([killer][writing])
I(32,34): -0.5107874870300293	 ([results][report!])
I(7,45): -0.5036269426345825	 ([killer][movie,])
I(4,17): -0.502485990524292	 ([sister][killed,])
I(29): 0.5019502639770508	 ([police])
I(25): 0.496517539024353	 ([drink])
I(10,15): -0.4939347505569458	 ([vodka][drinking.])
I(1,47): -0.4848799705505371	 ([warning.][awful,])
I(31,34): -0.4844930171966553	 ([mention][report!])
I(7,33): -0.48095250129699707	 ([killer][toxicology])
I(34,38): -0.48000848293304443	 ([report!][drunk])
I(44,58): -0.47995948791503906	 ([mistake][made - for - tv])
I(17,47): -0.4786214828491211	 ([killed,][awful,])
I(34,59): -0.4759528636932373	 ([report!][bad,])
I(56,60): 0.47412943840026855	 ([good,][tension])
I(25,44): -0.4728955030441284	 ([drink][mistake])
I(1,56): -0.46839702129364014	 ([warning.][good,])
I(15,38): -0.46759307384490967	 ([drinking.][drunk])
I(29,53): -0.46556568145751953	 ([police][cast.])
I(22): -0.464163601398468	 ([( teri])
I(36,43): -0.46312618255615234	 ([characters][bad])
I(49,53): 0.46277594566345215	 ([surprisingly][cast.])
I(39): 0.4597543478012085	 ([fell])
I(33,38): -0.45808732509613037	 ([toxicology][drunk])
I(38,52): 0.45490217208862305	 ([drunk][great])
I(17,44): -0.45294415950775146	 ([killed,][mistake])
I(6,40): 0.4511469006538391	 ([stairs,][stairs.])
I(17,38): -0.44706547260284424	 ([killed,][drunk])
I(43,49): 0.4462583065032959	 ([bad][surprisingly])
I(1,59): -0.4455491304397583	 ([warning.][bad,])
I(47,52): 0.4453848600387573	 ([awful,][great])
I(45,60): 0.4446263313293457	 ([movie,][tension])
I(10,44): -0.44451987743377686	 ([vodka][mistake])
I(45,57): 0.44402360916137695	 ([movie,][music])
I(34,35): -0.4434088468551636	 ([report!][and,])
I(40,41): 0.4408819079399109	 ([stairs.][huh?])
I(13,14): 0.4396733045578003	 ([make][appear])
I(60): -0.43934202194213867	 ([tension])
I(34,45): -0.43686437606811523	 ([report!][movie,])
I(29,33): -0.43649911880493164	 ([police][toxicology])
I(43,60): 0.4353041648864746	 ([bad][tension])
I(27,59): 0.4325505495071411	 ([days.][bad,])
I(17,34): -0.4316657781600952	 ([killed,][report!])
I(47,51): 0.43093395233154297	 ([awful,][considering])
I(44,45): -0.42745542526245117	 ([mistake][movie,])
I(51,52): 0.4243425130844116	 ([considering][great])
I(40,53): -0.42366480827331543	 ([stairs.][cast.])
I(57): 0.42216360569000244	 ([music])
I(6,43): 0.42140769958496094	 ([stairs,][bad])
I(38,47): -0.41998767852783203	 ([drunk][awful,])
I(17,29): -0.41511964797973633	 ([killed,][police])
I(7,56): -0.41404247283935547	 ([killer][good,])
I(17,59): -0.4137018918991089	 ([killed,][bad,])
I(1,17): -0.4125169515609741	 ([warning.][killed,])
I(25,39): -0.40913379192352295	 ([drink][fell])
I(19): -0.40711188316345215	 ([sister's])
I(31,53): -0.40567517280578613	 ([mention][cast.])
I(45,59): 0.40555715560913086	 ([movie,][bad,])
I(40): -0.403603732585907	 ([stairs.])
I(45,51): 0.40258264541625977	 ([movie,][considering])
I(33,45): -0.40208303928375244	 ([toxicology][movie,])
I(18,47): 0.3998723030090332	 ([tells][awful,])
I(0,1): -0.3968309164047241	 ([spoiler][warning.])
I(15,43): -0.39577436447143555	 ([drinking.][bad])
I(38,44): -0.39382708072662354	 ([drunk][mistake])
I(41): 0.39150989055633545	 ([huh?])
I(11): 0.3855113983154297	 ([next])
I(8,13): -0.38282275199890137	 ([breaks][make])
I(4,39): -0.38004398345947266	 ([sister][fell])
I(12,47): 0.37761449813842773	 ([her,][awful,])
I(10,33): -0.3765749931335449	 ([vodka][toxicology])
I(0,17): -0.3757983446121216	 ([spoiler][killed,])
I(17,54): 0.3745540976524353	 ([killed,][faults :])
I(3,39): 0.37429654598236084	 ([character's][fell])
I(37,50): -0.36825060844421387	 ([talk][bad,])
I(56,58): -0.3679708242416382	 ([good,][made - for - tv])
I(43,55): 0.3638162612915039	 ([bad][writing])
I(43,54): -0.36126089096069336	 ([bad][faults :])
I(6): -0.36002445220947266	 ([stairs,])
I(53,60): 0.35945987701416016	 ([cast.][tension])
I(22,23): 0.3589467406272888	 ([( teri][garr )])
I(39,45): 0.3586750030517578	 ([fell][movie,])
I(4,7): -0.3570910692214966	 ([sister][killer])
I(24,27): 0.3560391664505005	 ([phone][days.])
I(37,38): -0.3552706241607666	 ([talk][drunk])
I(40,47): 0.35517996549606323	 ([stairs.][awful,])
I(22,43): 0.3549344539642334	 ([( teri][bad])
I(33,50): -0.35172927379608154	 ([toxicology][bad,])
I(36): -0.35144221782684326	 ([characters])
I(21,53): -0.35141801834106445	 ([partner][cast.])
I(19,53): 0.35120272636413574	 ([sister's][cast.])
I(1,52): 0.3486905097961426	 ([warning.][great])
I(34,50): -0.3481031656265259	 ([report!][bad,])
I(1,50): -0.3480905294418335	 ([warning.][bad,])
I(52,58): 0.34588098526000977	 ([great][made - for - tv])
I(36,39): 0.3453408479690552	 ([characters][fell])
I(47,60): 0.342623233795166	 ([awful,][tension])
I(9,45): 0.3393549919128418	 ([glass][movie,])
I(43,45): -0.33912181854248047	 ([bad][movie,])
I(10,34): -0.33873820304870605	 ([vodka][report!])
I(25,38): -0.338415265083313	 ([drink][drunk])
I(0,47): -0.33532094955444336	 ([spoiler][awful,])
I(3,6): -0.3346761465072632	 ([character's][stairs,])
I(7,60): 0.33250927925109863	 ([killer][tension])
I(30,43): -0.3324294090270996	 ([never][bad])
I(44,56): -0.3321131467819214	 ([mistake][good,])
I(32,44): -0.33201467990875244	 ([results][mistake])
I(38,43): -0.3310222625732422	 ([drunk][bad])
I(27,28): -0.32951343059539795	 ([days.][yet])
I(38,39): -0.3258463144302368	 ([drunk][fell])
I(20,34): -0.3223050832748413	 ([business][report!])
I(35,43): -0.3219151496887207	 ([and,][bad])
I(29,59): -0.3197956085205078	 ([police][bad,])
I(27,56): 0.31417644023895264	 ([days.][good,])
I(3,53): 0.31366395950317383	 ([character's][cast.])
I(31,32): -0.3123584985733032	 ([mention][results])
I(5,6): 0.3106265068054199	 ([pushed][stairs,])
I(39,44): -0.30922114849090576	 ([fell][mistake])
I(27,53): -0.3084678649902344	 ([days.][cast.])
I(7,54): 0.3081294894218445	 ([killer][faults :])
I(7,52): 0.30759572982788086	 ([killer][great])
I(25,53): -0.3071388006210327	 ([drink][cast.])
I(30,44): -0.3043396472930908	 ([never][mistake])
I(32,47): -0.30378103256225586	 ([results][awful,])
I(48,54): 0.30329781770706177	 ([overall.][faults :])
I(50,59): -0.30291974544525146	 ([bad,][bad,])
I(53,59): -0.30124425888061523	 ([cast.][bad,])
I(38,58): -0.30060625076293945	 ([drunk][made - for - tv])
I(20,45): 0.299497127532959	 ([business][movie,])
I(4,58): 0.29908180236816406	 ([sister][made - for - tv])
I(15,25): -0.2970536947250366	 ([drinking.][drink])
I(48,53): 0.2967042922973633	 ([overall.][cast.])
I(2,3): -0.2965790033340454	 ([main][character's])
I(15,45): 0.2961702346801758	 ([drinking.][movie,])
I(26,27): 0.295428991317749	 ([4][days.])
I(1,45): -0.295096755027771	 ([warning.][movie,])
I(31,56): -0.29225897789001465	 ([mention][good,])
I(4,45): 0.2919883728027344	 ([sister][movie,])
I(45,50): 0.29158496856689453	 ([movie,][bad,])
I(39,46): -0.29087018966674805	 ([fell][pretty])
I(1,15): -0.29044950008392334	 ([warning.][drinking.])
I(50,52): 0.28962182998657227	 ([bad,][great])
I(24,34): -0.2881307601928711	 ([phone][report!])
I(40,58): 0.28768277168273926	 ([stairs.][made - for - tv])
I(27,43): 0.2873668670654297	 ([days.][bad])
I(1,7): -0.28590118885040283	 ([warning.][killer])
I(29,58): -0.2857990264892578	 ([police][made - for - tv])
I(37,51): -0.28495657444000244	 ([talk][considering])
I(37,43): -0.2845745086669922	 ([talk][bad])
I(40,45): 0.28450894355773926	 ([stairs.][movie,])
I(45,47): -0.2840871810913086	 ([movie,][awful,])
I(34,48): -0.2831786870956421	 ([report!][overall.])
I(22,47): 0.28235411643981934	 ([( teri][awful,])
I(46,58): -0.2817877531051636	 ([pretty][made - for - tv])
I(23,34): -0.28058505058288574	 ([garr )][report!])
I(31,47): 0.2791473865509033	 ([mention][awful,])
I(21): 0.2763153314590454	 ([partner])
I(6,18): 0.27592670917510986	 ([stairs,][tells])
I(39,43): -0.27582454681396484	 ([fell][bad])
I(18,19): 0.27548229694366455	 ([tells][sister's])
I(22,58): 0.27509284019470215	 ([( teri][made - for - tv])
I(14): 0.2749907970428467	 ([appear])
I(7,22): 0.2747102975845337	 ([killer][( teri])
I(10,11): -0.2734065055847168	 ([vodka][next])
I(1,55): 0.272943377494812	 ([warning.][writing])
I(57,58): -0.2714529037475586	 ([music][made - for - tv])
I(54,57): -0.2705104351043701	 ([faults :][music])
I(44,49): 0.2703840732574463	 ([mistake][surprisingly])
I(33,56): -0.26951324939727783	 ([toxicology][good,])
I(25,27): -0.2691558599472046	 ([drink][days.])
I(15): 0.26901495456695557	 ([drinking.])
I(12,43): 0.26550769805908203	 ([her,][bad])
I(29,39): -0.2655019760131836	 ([police][fell])
I(35): -0.26547396183013916	 ([and,])
I(15,34): -0.26525795459747314	 ([drinking.][report!])
I(29,38): -0.2641627788543701	 ([police][drunk])
I(39,55): 0.263791561126709	 ([fell][writing])
I(7,36): 0.2636514902114868	 ([killer][characters])
I(18,27): 0.2632070779800415	 ([tells][days.])
I(29,50): -0.26267027854919434	 ([police][bad,])
I(19,58): 0.2623121738433838	 ([sister's][made - for - tv])
I(20,33): -0.26169121265411377	 ([business][toxicology])
I(30,53): -0.26159799098968506	 ([never][cast.])
I(50,54): -0.26124268770217896	 ([bad,][faults :])
I(45,54): 0.2611823081970215	 ([movie,][faults :])
I(4,53): 0.2585468292236328	 ([sister][cast.])
I(22,59): 0.2573946714401245	 ([( teri][bad,])
I(1,29): -0.25571727752685547	 ([warning.][police])
I(6,45): 0.254575252532959	 ([stairs,][movie,])
I(58,60): 0.2541050910949707	 ([made - for - tv][tension])
I(48): 0.2540813684463501	 ([overall.])
I(24,25): 0.2533891201019287	 ([phone][drink])
I(34,39): -0.25282514095306396	 ([report!][fell])
I(37,44): -0.2526254653930664	 ([talk][mistake])
I(22,53): 0.25173449516296387	 ([( teri][cast.])
I(50,55): 0.2502145767211914	 ([bad,][writing])
I(8,43): -0.24997806549072266	 ([breaks][bad])
I(24,58): -0.24895906448364258	 ([phone][made - for - tv])
I(39,50): -0.2471247911453247	 ([fell][bad,])
I(3): -0.24704205989837646	 ([character's])
I(6,39): -0.24699878692626953	 ([stairs,][fell])
I(4,60): -0.2466416358947754	 ([sister][tension])
I(18,59): 0.2465221881866455	 ([tells][bad,])
I(46): 0.24608933925628662	 ([pretty])
I(14,43): -0.24601292610168457	 ([appear][bad])
I(54,60): 0.24541562795639038	 ([faults :][tension])
I(38,40): 0.24394935369491577	 ([drunk][stairs.])
I(1,10): -0.24387013912200928	 ([warning.][vodka])
I(48,56): 0.2434767484664917	 ([overall.][good,])
I(30,47): -0.24308812618255615	 ([never][awful,])
I(24,40): 0.24272006750106812	 ([phone][stairs.])
I(3,47): 0.24196243286132812	 ([character's][awful,])
I(1,38): -0.2414623498916626	 ([warning.][drunk])
I(17,55): 0.23963165283203125	 ([killed,][writing])
I(31,37): -0.2387828826904297	 ([mention][talk])
I(29,31): 0.23847615718841553	 ([police][mention])
I(4,19): 0.23710310459136963	 ([sister][sister's])
I(34,41): -0.23556435108184814	 ([report!][huh?])
I(27,38): 0.23506462574005127	 ([days.][drunk])
I(20): 0.23261654376983643	 ([business])
I(6,24): 0.23164188861846924	 ([stairs,][phone])
I(10,17): -0.23138320446014404	 ([vodka][killed,])
I(18,32): -0.2305973768234253	 ([tells][results])
I(20,50): -0.23035871982574463	 ([business][bad,])
I(3,15): -0.22738540172576904	 ([character's][drinking.])
I(27,31): -0.22719407081604004	 ([days.][mention])
I(0): 0.22696959972381592	 ([spoiler])
I(40,59): 0.2265397310256958	 ([stairs.][bad,])
I(3,34): -0.2258692979812622	 ([character's][report!])
I(53,55): 0.22539901733398438	 ([cast.][writing])
I(12,45): 0.22252225875854492	 ([her,][movie,])
I(7,50): -0.22045111656188965	 ([killer][bad,])
I(10,55): 0.22031545639038086	 ([vodka][writing])
I(6,58): 0.22029924392700195	 ([stairs,][made - for - tv])
I(26,47): -0.21969306468963623	 ([4][awful,])
I(17,37): -0.21854162216186523	 ([killed,][talk])
I(8,35): -0.21826040744781494	 ([breaks][and,])
I(41,43): 0.21822738647460938	 ([huh?][bad])
I(3,55): 0.2177562713623047	 ([character's][writing])
I(7,11): 0.21772229671478271	 ([killer][next])
I(9,59): 0.217399001121521	 ([glass][bad,])
I(5,17): 0.21737945079803467	 ([pushed][killed,])
I(18,58): 0.21722698211669922	 ([tells][made - for - tv])
I(17,56): -0.21664130687713623	 ([killed,][good,])
I(32,50): -0.21644210815429688	 ([results][bad,])
I(2,45): 0.21633625030517578	 ([main][movie,])
I(40,57): 0.2154178023338318	 ([stairs.][music])
I(17,23): -0.21528446674346924	 ([killed,][garr )])
I(17,50): -0.21455395221710205	 ([killed,][bad,])
I(4,5): 0.2144927978515625	 ([sister][pushed])
I(52,56): 0.21396195888519287	 ([great][good,])
I(40,56): 0.2120634913444519	 ([stairs.][good,])
I(6,47): 0.21174860000610352	 ([stairs,][awful,])
I(51,59): -0.21168386936187744	 ([considering][bad,])
I(17,33): -0.21156299114227295	 ([killed,][toxicology])
I(35,47): 0.2110581398010254	 ([and,][awful,])
I(49,52): -0.21089720726013184	 ([surprisingly][great])
I(49): -0.21063494682312012	 ([surprisingly])
I(28,29): 0.21041786670684814	 ([yet][police])
I(19,60): -0.2102031707763672	 ([sister's][tension])
I(15,16): 0.2100774049758911	 ([drinking.][right])
I(10,47): -0.2100696563720703	 ([vodka][awful,])
I(3,10): -0.2099705934524536	 ([character's][vodka])
I(23,47): -0.2095024585723877	 ([garr )][awful,])
I(17,21): -0.20811760425567627	 ([killed,][partner])
I(9,57): -0.20749211311340332	 ([glass][music])
I(39,54): 0.20730632543563843	 ([fell][faults :])
I(10,53): -0.20608699321746826	 ([vodka][cast.])
I(29,57): -0.20584392547607422	 ([police][music])
I(37,45): -0.20583343505859375	 ([talk][movie,])
I(13,58): -0.20557951927185059	 ([make][made - for - tv])
I(35,50): 0.20557630062103271	 ([and,][bad,])
I(34,56): -0.20528769493103027	 ([report!][good,])
I(0,38): 0.20487439632415771	 ([spoiler][drunk])
I(51,54): -0.20460742712020874	 ([considering][faults :])
I(15,50): -0.20361506938934326	 ([drinking.][bad,])
I(47,57): 0.20359265804290771	 ([awful,][music])
I(34,40): -0.2034975290298462	 ([report!][stairs.])
I(23,24): 0.2027953863143921	 ([garr )][phone])
I(12,17): 0.20207476615905762	 ([her,][killed,])
I(43,57): 0.20107460021972656	 ([bad][music])
I(29,30): -0.20090007781982422	 ([police][never])
I(53,57): -0.19978952407836914	 ([cast.][music])
I(6,44): 0.19973134994506836	 ([stairs,][mistake])
I(51,56): -0.19954097270965576	 ([considering][good,])
I(25,59): 0.19880986213684082	 ([drink][bad,])
I(44,55): 0.19831085205078125	 ([mistake][writing])
I(29,56): -0.1981973648071289	 ([police][good,])
I(33,35): -0.19769704341888428	 ([toxicology][and,])
I(10,29): -0.1975541114807129	 ([vodka][police])
I(25,56): 0.19752848148345947	 ([drink][good,])
I(10,37): -0.19581103324890137	 ([vodka][talk])
I(19,57): 0.19572055339813232	 ([sister's][music])
I(27,57): 0.19472849369049072	 ([days.][music])
I(7,8): 0.1946929693222046	 ([killer][breaks])
I(3,38): -0.19437062740325928	 ([character's][drunk])
I(8,11): -0.19381630420684814	 ([breaks][next])
I(8,18): -0.19330644607543945	 ([breaks][tells])
I(22,44): 0.1931920051574707	 ([( teri][mistake])
I(14,60): 0.19275665283203125	 ([appear][tension])
I(48,58): -0.19227027893066406	 ([overall.][made - for - tv])
I(9,53): -0.19210970401763916	 ([glass][cast.])
I(24,33): -0.19025278091430664	 ([phone][toxicology])
I(17,20): -0.1900268793106079	 ([killed,][business])
I(2): 0.1899663209915161	 ([main])
I(4,57): 0.18939435482025146	 ([sister][music])
I(0,10): 0.1886817216873169	 ([spoiler][vodka])
I(31,52): 0.1886228322982788	 ([mention][great])
I(31,45): -0.18848812580108643	 ([mention][movie,])
I(55): -0.18798255920410156	 ([writing])
I(23,36): 0.18717098236083984	 ([garr )][characters])
I(0,59): -0.18671715259552002	 ([spoiler][bad,])
I(0,5): 0.18623948097229004	 ([spoiler][pushed])
I(27,29): 0.18606066703796387	 ([days.][police])
I(10,59): -0.1860344409942627	 ([vodka][bad,])
I(8,58): 0.18567562103271484	 ([breaks][made - for - tv])
I(25,47): -0.1854623556137085	 ([drink][awful,])
I(15,22): -0.1847602128982544	 ([drinking.][( teri])
I(5,13): -0.18470418453216553	 ([pushed][make])
I(22,45): 0.18421173095703125	 ([( teri][movie,])
I(34,52): 0.18352270126342773	 ([report!][great])
I(21,34): -0.18329298496246338	 ([partner][report!])
I(15,31): -0.18234312534332275	 ([drinking.][mention])
I(15,53): 0.18227195739746094	 ([drinking.][cast.])
I(5,47): -0.1820507049560547	 ([pushed][awful,])
I(31,46): -0.18159282207489014	 ([mention][pretty])
I(1,46): -0.18113386631011963	 ([warning.][pretty])
I(52,60): -0.18085455894470215	 ([great][tension])
I(32,53): -0.1807880401611328	 ([results][cast.])
I(7,20): -0.18063056468963623	 ([killer][business])
I(5): 0.18043506145477295	 ([pushed])
I(19,43): 0.1801893711090088	 ([sister's][bad])
I(48,59): -0.1797882318496704	 ([overall.][bad,])
I(12,53): 0.17957353591918945	 ([her,][cast.])
I(36,50): -0.17931139469146729	 ([characters][bad,])
I(25,33): -0.17868578433990479	 ([drink][toxicology])
I(8,15): -0.17855298519134521	 ([breaks][drinking.])
I(12,58): 0.17830228805541992	 ([her,][made - for - tv])
I(8,34): -0.17802846431732178	 ([breaks][report!])
I(23,43): -0.17757916450500488	 ([garr )][bad])
I(21,43): -0.17730283737182617	 ([partner][bad])
I(10,18): -0.17690372467041016	 ([vodka][tells])
I(32,33): -0.17619013786315918	 ([results][toxicology])
I(10,48): -0.17608106136322021	 ([vodka][overall.])
I(18,60): -0.1756705641746521	 ([tells][tension])
I(10,12): -0.1754004955291748	 ([vodka][her,])
I(44,48): -0.17525005340576172	 ([mistake][overall.])
I(24,57): 0.17497801780700684	 ([phone][music])
I(27,34): 0.17425525188446045	 ([days.][report!])
I(10,31): -0.17408370971679688	 ([vodka][mention])
I(15,37): -0.1735846996307373	 ([drinking.][talk])
I(29,45): -0.17356014251708984	 ([police][movie,])
I(1,58): 0.17287445068359375	 ([warning.][made - for - tv])
I(6,31): 0.1727820634841919	 ([stairs,][mention])
I(1,60): 0.1727755069732666	 ([warning.][tension])
I(52,55): -0.1726524829864502	 ([great][writing])
I(20,43): -0.17263078689575195	 ([business][bad])
I(12,44): 0.17212724685668945	 ([her,][mistake])
I(1,8): -0.1713780164718628	 ([warning.][breaks])
I(7,57): -0.17120492458343506	 ([killer][music])
I(50,60): 0.17046070098876953	 ([bad,][tension])
I(3,36): 0.17000389099121094	 ([character's][characters])
I(26,39): 0.16997778415679932	 ([4][fell])
I(40,48): -0.16931110620498657	 ([stairs.][overall.])
I(1,33): -0.16876614093780518	 ([warning.][toxicology])
I(20,59): -0.16871321201324463	 ([business][bad,])
I(1,4): 0.168329119682312	 ([warning.][sister])
I(20,58): -0.16805171966552734	 ([business][made - for - tv])
I(7,12): 0.16778039932250977	 ([killer][her,])
I(34,46): -0.16754662990570068	 ([report!][pretty])
I(18,40): 0.16724234819412231	 ([tells][stairs.])
I(7,24): -0.167236328125	 ([killer][phone])
I(17,18): 0.16686487197875977	 ([killed,][tells])
I(39,57): -0.16670644283294678	 ([fell][music])
I(27,44): 0.16653966903686523	 ([days.][mistake])
I(0,15): 0.1664658784866333	 ([spoiler][drinking.])
I(31,39): 0.16605627536773682	 ([mention][fell])
I(25,37): -0.1656503677368164	 ([drink][talk])
I(7,9): -0.16562163829803467	 ([killer][glass])
I(30,58): -0.16555583477020264	 ([never][made - for - tv])
I(30,33): -0.16555345058441162	 ([never][toxicology])
I(9,58): -0.16511106491088867	 ([glass][made - for - tv])
I(16,43): -0.16509246826171875	 ([right][bad])
I(5,39): -0.16501140594482422	 ([pushed][fell])
I(15,32): 0.16421270370483398	 ([drinking.][results])
I(42): 0.16391479969024658	 ([really])
I(19,47): 0.16374993324279785	 ([sister's][awful,])
I(1,19): 0.16368889808654785	 ([warning.][sister's])
I(2,5): -0.16331183910369873	 ([main][pushed])
I(3,37): -0.16305232048034668	 ([character's][talk])
I(14,15): 0.1627962589263916	 ([appear][drinking.])
I(33,40): -0.16263777017593384	 ([toxicology][stairs.])
I(27,33): 0.16198742389678955	 ([days.][toxicology])
I(31,38): -0.1617741584777832	 ([mention][drunk])
I(45,56): 0.16106891632080078	 ([movie,][good,])
I(8,12): -0.1610015630722046	 ([breaks][her,])
I(30,34): -0.16018807888031006	 ([never][report!])
I(10,25): -0.15980231761932373	 ([vodka][drink])
I(3,57): 0.15945875644683838	 ([character's][music])
I(33,41): -0.1592792272567749	 ([toxicology][huh?])
