---------- AND Interactions ----------
I(54): -3.2403712272644043	 ([bored])
I(37): -2.9562056064605713	 ([ridiculous,])
I(16,17): 2.805338144302368	 ([genius][humor.])
I(43,44): 2.622887372970581	 ([strange][way.])
I(4,5): -2.5231850147247314	 ([laughing][throughout.])
I(50,54): -2.1575541496276855	 ([emotional][bored])
I(33,37): -1.7157232761383057	 ([movie][ridiculous,])
I(50): 1.6090850830078125	 ([emotional])
I(46,54): -1.5328104496002197	 ([movie][bored])
I(0,1): 1.5117135047912598	 ([certain][genius])
I(16): 1.4371886253356934	 ([genius])
I(3,5): -1.4098773002624512	 ([movie.][throughout.])
I(49,54): 1.3992691040039062	 ([communicate][bored])
I(1,3): 1.359694480895996	 ([genius][movie.])
I(1,16): -1.3012089729309082	 ([genius][genius])
I(43): -1.2887645959854126	 ([strange])
I(48): -1.2377805709838867	 ([entertaining])
I(51,54): -1.1087851524353027	 ([level?][bored])
I(40,41): 1.0980772972106934	 ([actually][coherent])
I(37,39): 1.094921588897705	 ([ridiculous,][idea])
I(37,54): 1.0912158489227295	 ([ridiculous,][bored])
I(1,54): -1.0712385177612305	 ([genius][bored])
I(16,37): 1.0625290870666504	 ([genius][ridiculous,])
I(37,43): 1.035237193107605	 ([ridiculous,][strange])
I(11,54): -1.0022938251495361	 ([love][bored])
I(14,17): 1.0009273290634155	 ([nice][humor.])
I(17,54): -0.9797122478485107	 ([humor.][bored])
I(41,43): -0.9464434385299683	 ([coherent][strange])
I(42,44): 0.9309543967247009	 ([story][way.])
I(14,54): -0.8910070061683655	 ([nice][bored])
I(33,54): -0.8896746635437012	 ([movie][bored])
I(41,44): 0.8854226469993591	 ([coherent][way.])
I(54,55): -0.8818352222442627	 ([bored][many])
I(45,54): 0.8816432952880859	 ([point][bored])
I(4,54): -0.8695363998413086	 ([laughing][bored])
I(2,3): -0.8669067621231079	 ([behind][movie.])
I(12,54): 0.8644371628761292	 ([heals][bored])
I(3,54): -0.85693359375	 ([movie.][bored])
I(50,51): -0.800288200378418	 ([emotional][level?])
I(38,39): 0.7706635594367981	 ([sweet][idea])
I(43,54): 0.7666841745376587	 ([strange][bored])
I(13): -0.7663291692733765	 ([doppelganger])
I(11): 0.7504841685295105	 ([love])
I(18,19): -0.7438093423843384	 ([execution][poor,])
I(42,54): -0.739346981048584	 ([story][bored])
I(48,54): -0.7373766899108887	 ([entertaining][bored])
I(55): 0.731377899646759	 ([many])
I(37,38): 0.7114091515541077	 ([ridiculous,][sweet])
I(33,47): 0.7088420391082764	 ([movie][logical])
I(42): 0.6995338797569275	 ([story])
I(16,33): 0.696147620677948	 ([genius][movie])
I(15,17): -0.6870973110198975	 ([attempt][humor.])
I(18): -0.681384265422821	 ([execution])
I(34,37): 0.6803567409515381	 ([say][ridiculous,])
I(49,50): -0.6712527275085449	 ([communicate][emotional])
I(33): -0.6667386889457703	 ([movie])
I(6,54): -0.6600914001464844	 ([scene][bored])
I(24): -0.658791184425354	 ([doppelganger])
I(32): -0.6021953821182251	 ([see])
I(52,54): -0.599907636642456	 ([i'm][bored])
I(16,48): 0.5871352553367615	 ([genius][entertaining])
I(17): 0.5681775212287903	 ([humor.])
I(27,28): -0.5671080946922302	 ([like...][ok,])
I(31): -0.5561156868934631	 ([let's])
I(1): 0.549342930316925	 ([genius])
I(17,42): -0.5491364598274231	 ([humor.][story])
I(34): -0.5489104986190796	 ([say])
I(33,48): -0.5341687202453613	 ([movie][entertaining])
I(53,54): 0.5266001224517822	 ([easily][bored])
I(18,54): 0.5245144367218018	 ([execution][bored])
I(9,54): -0.5238028168678284	 ([office,][bored])
I(37,46): -0.5126904845237732	 ([ridiculous,][movie])
I(9,33): -0.49430549144744873	 ([office,][movie])
I(12,16): 0.4847736358642578	 ([heals][genius])
I(24,37): 0.4844095706939697	 ([doppelganger][ridiculous,])
I(39,41): 0.47943437099456787	 ([idea][coherent])
I(8,50): -0.47140973806381226	 ([sex][emotional])
I(37,41): -0.4712046980857849	 ([ridiculous,][coherent])
I(42,46): -0.4692651033401489	 ([story][movie])
I(38,42): 0.46624356508255005	 ([sweet][story])
I(23,37): 0.4651627540588379	 ([talent.][ridiculous,])
I(11,50): -0.45898574590682983	 ([love][emotional])
I(0,3): 0.44855648279190063	 ([certain][movie.])
I(2): -0.4467202126979828	 ([behind])
I(35,37): 0.4459395408630371	 ([".][ridiculous,])
I(49): 0.44282442331314087	 ([communicate])
I(18,46): -0.44160234928131104	 ([execution][movie])
I(8,54): -0.43987783789634705	 ([sex][bored])
I(3,37): 0.43944358825683594	 ([movie.][ridiculous,])
I(6,19): 0.43896931409835815	 ([scene][poor,])
I(24,43): 0.43127191066741943	 ([doppelganger][strange])
I(12,37): 0.4294965863227844	 ([heals][ridiculous,])
I(5,6): -0.4270015358924866	 ([throughout.][scene])
I(24,50): -0.42158448696136475	 ([doppelganger][emotional])
I(47,48): -0.41980433464050293	 ([logical][entertaining])
I(3): -0.4176707863807678	 ([movie.])
I(33,35): 0.41584312915802	 ([movie][".])
I(13,37): 0.4136265516281128	 ([doppelganger][ridiculous,])
I(24,46): -0.4081175923347473	 ([doppelganger][movie])
I(18,33): -0.4078770875930786	 ([execution][movie])
I(12,48): -0.4072699546813965	 ([heals][entertaining])
I(32,34): 0.40694528818130493	 ([see][say])
I(9,37): -0.406627893447876	 ([office,][ridiculous,])
I(41,42): 0.4056280255317688	 ([coherent][story])
I(37,52): 0.40542149543762207	 ([ridiculous,][i'm])
I(33,55): 0.40232259035110474	 ([movie][many])
I(13,48): -0.4020165205001831	 ([doppelganger][entertaining])
I(44): 0.39208704233169556	 ([way.])
I(7,54): 0.39021557569503784	 ([phone][bored])
I(13,33): -0.38833701610565186	 ([doppelganger][movie])
I(13,46): -0.3871644139289856	 ([doppelganger][movie])
I(8): -0.38413205742836	 ([sex])
I(18,37): 0.38205885887145996	 ([execution][ridiculous,])
I(41): 0.37608999013900757	 ([coherent])
I(37,44): 0.37552231550216675	 ([ridiculous,][way.])
I(1,47): -0.37502288818359375	 ([genius][logical])
I(31,32): 0.36838990449905396	 ([let's][see])
I(22,54): -0.3670632839202881	 ([message][bored])
I(24,42): -0.36670538783073425	 ([doppelganger][story])
I(14,23): -0.36647355556488037	 ([nice][talent.])
I(43,50): -0.3584916591644287	 ([strange][emotional])
I(15,16): -0.35750097036361694	 ([attempt][genius])
I(13,43): 0.3549637794494629	 ([doppelganger][strange])
I(1,50): -0.35372400283813477	 ([genius][emotional])
I(6,42): -0.353154718875885	 ([scene][story])
I(1,5): -0.3520864248275757	 ([genius][throughout.])
I(9,46): -0.34867894649505615	 ([office,][movie])
I(1,2): 0.34830424189567566	 ([genius][behind])
I(35): 0.3468005061149597	 ([".])
I(33,42): -0.34533414244651794	 ([movie][story])
I(23,54): -0.34525585174560547	 ([talent.][bored])
I(12,50): -0.34177297353744507	 ([heals][emotional])
I(51): 0.3401070237159729	 ([level?])
I(1,48): 0.33421850204467773	 ([genius][entertaining])
I(1,42): -0.33111029863357544	 ([genius][story])
I(36,37): -0.3303859233856201	 ([certainly][ridiculous,])
I(14,15): -0.32923412322998047	 ([nice][attempt])
I(25,54): 0.3260970115661621	 ([split][bored])
I(24,33): -0.3259870409965515	 ([doppelganger][movie])
I(4,37): 0.32260680198669434	 ([laughing][ridiculous,])
I(19,23): -0.3224838972091675	 ([poor,][talent.])
I(3,42): -0.3194645643234253	 ([movie.][story])
I(13,24): 0.3167891502380371	 ([doppelganger][doppelganger])
I(16,43): 0.31404370069503784	 ([genius][strange])
I(10,37): 0.30881166458129883	 ([discussing][ridiculous,])
I(16,54): -0.3047318458557129	 ([genius][bored])
I(26,54): 0.30118101835250854	 ([end][bored])
I(32,54): 0.3010444641113281	 ([see][bored])
I(3,23): -0.30024176836013794	 ([movie.][talent.])
I(39): 0.2991573214530945	 ([idea])
I(37,55): -0.2975631356239319	 ([ridiculous,][many])
I(12,13): 0.297427237033844	 ([heals][doppelganger])
I(11,12): 0.2971044182777405	 ([love][heals])
I(12,17): 0.29474395513534546	 ([heals][humor.])
I(15): -0.2934049963951111	 ([attempt])
I(16,50): -0.2931938171386719	 ([genius][emotional])
I(17,48): 0.293176531791687	 ([humor.][entertaining])
I(17,33): 0.2882983088493347	 ([humor.][movie])
I(24,48): -0.2871767282485962	 ([doppelganger][entertaining])
I(16,42): -0.2868461012840271	 ([genius][story])
I(46): -0.28431016206741333	 ([movie])
I(41,48): -0.2806272506713867	 ([coherent][entertaining])
I(48,52): -0.2798563838005066	 ([entertaining][i'm])
I(12,19): 0.2786784768104553	 ([heals][poor,])
I(43,45): -0.27736127376556396	 ([strange][point])
I(43,47): -0.2771404981613159	 ([strange][logical])
I(11,48): -0.2744441628456116	 ([love][entertaining])
I(37,48): 0.2740745544433594	 ([ridiculous,][entertaining])
I(13,55): 0.26946455240249634	 ([doppelganger][many])
I(38,41): -0.26609474420547485	 ([sweet][coherent])
I(4,50): -0.2659761905670166	 ([laughing][emotional])
I(14,19): -0.2653622627258301	 ([nice][poor,])
I(32,33): -0.26512885093688965	 ([see][movie])
I(40,42): 0.26489442586898804	 ([actually][story])
I(18,47): 0.2632788419723511	 ([execution][logical])
I(40,43): -0.26101410388946533	 ([actually][strange])
I(24,54): 0.2596607208251953	 ([doppelganger][bored])
I(26,37): 0.255809485912323	 ([end][ridiculous,])
I(3,50): -0.2547988295555115	 ([movie.][emotional])
I(24,35): -0.25478237867355347	 ([doppelganger][".])
I(4,18): -0.25465232133865356	 ([laughing][execution])
I(47,50): -0.25028324127197266	 ([logical][emotional])
I(22): 0.24949592351913452	 ([message])
I(1,37): 0.24887967109680176	 ([genius][ridiculous,])
I(16,52): -0.2468845248222351	 ([genius][i'm])
I(38,44): 0.2462795376777649	 ([sweet][way.])
I(13,17): -0.24603521823883057	 ([doppelganger][humor.])
I(31,33): 0.24446582794189453	 ([let's][movie])
I(32,46): -0.2442508339881897	 ([see][movie])
I(17,38): 0.24395078420639038	 ([humor.][sweet])
I(4,33): 0.2435430884361267	 ([laughing][movie])
I(38,50): -0.24289751052856445	 ([sweet][emotional])
I(33,39): -0.24152511358261108	 ([movie][idea])
I(23,33): -0.23784929513931274	 ([talent.][movie])
I(31,37): 0.2364833950996399	 ([let's][ridiculous,])
I(6,9): -0.23618733882904053	 ([scene][office,])
I(18,50): -0.23377978801727295	 ([execution][emotional])
I(5,33): -0.23352640867233276	 ([throughout.][movie])
I(3,19): -0.2326757311820984	 ([movie.][poor,])
I(10,17): -0.23263245820999146	 ([discussing][humor.])
I(31,43): 0.2304934859275818	 ([let's][strange])
I(16,47): -0.230194091796875	 ([genius][logical])
I(42,50): -0.2297486662864685	 ([story][emotional])
I(11,18): -0.22943949699401855	 ([love][execution])
I(2,4): 0.22816821932792664	 ([behind][laughing])
I(23,24): -0.22607648372650146	 ([talent.][doppelganger])
I(12,46): -0.22502851486206055	 ([heals][movie])
I(11,42): -0.2238088846206665	 ([love][story])
I(17,24): -0.22368815541267395	 ([humor.][doppelganger])
I(1,52): -0.22300684452056885	 ([genius][i'm])
I(23,46): -0.22255665063858032	 ([talent.][movie])
I(17,47): -0.2223982810974121	 ([humor.][logical])
I(13,50): -0.22209876775741577	 ([doppelganger][emotional])
I(24,25): 0.22168409824371338	 ([doppelganger][split])
I(38,48): 0.22144418954849243	 ([sweet][entertaining])
I(19,22): 0.21689611673355103	 ([poor,][message])
I(0,2): 0.21523484587669373	 ([certain][behind])
I(13,31): 0.21408647298812866	 ([doppelganger][let's])
I(19): 0.21390312910079956	 ([poor,])
I(6,48): -0.2138833999633789	 ([scene][entertaining])
I(24,31): 0.2135487198829651	 ([doppelganger][let's])
I(3,9): -0.21350228786468506	 ([movie.][office,])
I(47): 0.21329879760742188	 ([logical])
I(37,53): 0.21245384216308594	 ([ridiculous,][easily])
I(23): 0.21123993396759033	 ([talent.])
I(5,23): -0.2106395959854126	 ([throughout.][talent.])
I(16,35): -0.2105078101158142	 ([genius][".])
I(1,18): 0.2104899287223816	 ([genius][execution])
I(9,11): -0.2087056040763855	 ([office,][love])
I(35,54): -0.20866727828979492	 ([".][bored])
I(34,42): 0.20848429203033447	 ([say][story])
I(11,13): -0.20609945058822632	 ([love][doppelganger])
I(44,54): -0.2057824730873108	 ([way.][bored])
I(23,50): -0.20532000064849854	 ([talent.][emotional])
I(4,38): 0.20507830381393433	 ([laughing][sweet])
I(33,44): 0.20347559452056885	 ([movie][way.])
I(20): -0.20282328128814697	 ([see])
I(48,53): 0.20250803232192993	 ([entertaining][easily])
I(21,42): -0.2021161913871765	 ([writer's][story])
I(48,50): -0.2011551856994629	 ([entertaining][emotional])
I(8,9): 0.20059260725975037	 ([sex][office,])
I(23,25): 0.19817322492599487	 ([talent.][split])
I(11,24): -0.1971588134765625	 ([love][doppelganger])
I(17,23): -0.1960235834121704	 ([humor.][talent.])
I(16,32): 0.19554483890533447	 ([genius][see])
I(5,10): -0.19531816244125366	 ([throughout.][discussing])
I(35,43): -0.19526207447052002	 ([".][strange])
I(12,42): -0.19516772031784058	 ([heals][story])
I(8,16): 0.19493639469146729	 ([sex][genius])
I(31,54): 0.19493204355239868	 ([let's][bored])
I(46,55): 0.19474762678146362	 ([movie][many])
I(24,27): 0.19421279430389404	 ([doppelganger][like...])
I(46,48): -0.19420427083969116	 ([movie][entertaining])
I(12,55): 0.19400376081466675	 ([heals][many])
I(16,23): -0.19398939609527588	 ([genius][talent.])
I(13,42): -0.19251906871795654	 ([doppelganger][story])
I(51,52): -0.19139736890792847	 ([level?][i'm])
I(16,18): 0.19115877151489258	 ([genius][execution])
I(11,43): -0.1896856427192688	 ([love][strange])
I(10,11): -0.18948012590408325	 ([discussing][love])
I(42,52): -0.18887418508529663	 ([story][i'm])
I(48,49): -0.18885904550552368	 ([entertaining][communicate])
I(1,33): 0.18874073028564453	 ([genius][movie])
I(18,24): -0.18865197896957397	 ([execution][doppelganger])
I(25): -0.18833637237548828	 ([split])
I(39,42): -0.18819504976272583	 ([idea][story])
I(3,15): -0.18805205821990967	 ([movie.][attempt])
I(16,39): -0.18776220083236694	 ([genius][idea])
