---------- AND Interactions ----------
I(49): 3.5606138706207275	 ([enjoy])
I(46,53): 1.0948398113250732	 ([disbelief][excellent.])
I(15,16): -1.0679752826690674	 ([legs,][gratuitous])
I(42,43): -1.0456271171569824	 ([ought][do,])
I(39,53): 1.0097339153289795	 ([simply][excellent.])
I(26,27): -1.00242018699646	 ([none][those.])
I(0,50): -0.9975857734680176	 ([family][adventure.])
I(13,26): 0.9933754801750183	 ([failing][none])
I(34): 0.986314058303833	 ([think,])
I(0,16): 0.9808404445648193	 ([family][gratuitous])
I(34,39): 0.9791693687438965	 ([think,][simply])
I(32,52): -0.9747912883758545	 ([fun.][good,])
I(42,49): -0.9713823795318604	 ([ought][enjoy])
I(35,46): 0.967714786529541	 ([demand][disbelief])
I(33): 0.9462425708770752	 ([ask])
I(35,51): 0.9457635879516602	 ([demand][cast])
I(37,38): 0.9346103668212891	 ([film][reality.])
I(43,49): -0.9271688461303711	 ([do,][enjoy])
I(43,51): 0.9044802188873291	 ([do,][cast])
I(13,27): 0.8983400464057922	 ([failing][those.])
I(42): 0.8955352306365967	 ([ought])
I(0,17): 0.8788384199142456	 ([family][violence])
I(13,49): 0.8549022674560547	 ([failing][enjoy])
I(35,50): -0.8475100994110107	 ([demand][adventure.])
I(40,52): -0.8284168243408203	 ([good][good,])
I(16,50): 0.8148140907287598	 ([gratuitous][adventure.])
I(13,32): 0.8119761943817139	 ([failing][fun.])
I(26): -0.7963301539421082	 ([none])
I(17,37): -0.7850037813186646	 ([violence][film])
I(55): -0.7834445238113403	 ([commenter])
I(0,38): -0.767305850982666	 ([family][reality.])
I(17,39): 0.7641823291778564	 ([violence][simply])
I(35,40): -0.7434723377227783	 ([demand][good])
I(26,30): 0.7368916869163513	 ([none][formula,])
I(0,40): -0.7326784133911133	 ([family][good])
I(38,51): 0.7295486927032471	 ([reality.][cast])
I(16,37): -0.7220168113708496	 ([gratuitous][film])
I(44,53): -0.7205243110656738	 ([willingly][excellent.])
I(17,32): 0.7152353525161743	 ([violence][fun.])
I(30,46): 0.7130544185638428	 ([formula,][disbelief])
I(32,35): -0.7072830200195312	 ([fun.][demand])
I(16,19): 0.7044538259506226	 ([gratuitous][expletives])
I(26,32): -0.6918313503265381	 ([none][fun.])
I(6,53): -0.6876897811889648	 ([seems][excellent.])
I(26,35): 0.6863042712211609	 ([none][demand])
I(46,51): -0.6827602386474609	 ([disbelief][cast])
I(48,53): -0.680281400680542	 ([hours][excellent.])
I(32,39): 0.6802318096160889	 ([fun.][simply])
I(43,44): -0.6783568859100342	 ([do,][willingly])
I(13,39): 0.6764504313468933	 ([failing][simply])
I(45): -0.6746244430541992	 ([suspend])
I(13,46): 0.6745519638061523	 ([failing][disbelief])
I(44,48): -0.6715103387832642	 ([willingly][hours])
I(32,45): 0.6707754135131836	 ([fun.][suspend])
I(38,53): -0.6697521209716797	 ([reality.][excellent.])
I(40,53): -0.6693694591522217	 ([good][excellent.])
I(17,35): 0.6680668592453003	 ([violence][demand])
I(45,49): 0.666743278503418	 ([suspend][enjoy])
I(12,25): -0.664185106754303	 ([loaded][film])
I(40,50): -0.6617605686187744	 ([good][adventure.])
I(21,22): 0.6545841693878174	 ([new][york])
I(30,51): 0.6524689197540283	 ([formula,][cast])
I(35,43): -0.6501266956329346	 ([demand][do,])
I(38,50): -0.6337764263153076	 ([reality.][adventure.])
I(15,53): -0.6303420066833496	 ([legs,][excellent.])
I(36): 0.6299312114715576	 ([accept])
I(25,32): 0.627326488494873	 ([film][fun.])
I(41,48): -0.6270131468772888	 ([film][hours])
I(0,33): -0.6241672039031982	 ([family][ask])
I(16,51): -0.6193704605102539	 ([gratuitous][cast])
I(39,46): 0.6174526214599609	 ([simply][disbelief])
I(26,53): 0.6166502833366394	 ([none][excellent.])
I(13,25): -0.6152982711791992	 ([failing][film])
I(0,34): -0.6136188507080078	 ([family][think,])
I(32,34): 0.6091599464416504	 ([fun.][think,])
I(16,40): 0.6056966781616211	 ([gratuitous][good])
I(47,48): -0.6034689545631409	 ([two][hours])
I(1,17): -0.5930242538452148	 ([film,][violence])
I(34,51): 0.5872297286987305	 ([think,][cast])
I(0,42): -0.5839252471923828	 ([family][ought])
I(0,53): -0.582411527633667	 ([family][excellent.])
I(16,39): 0.5824015140533447	 ([gratuitous][simply])
I(7,13): 0.5719435214996338	 ([many][failing])
I(1,16): -0.571056604385376	 ([film,][gratuitous])
I(30,40): -0.5651113986968994	 ([formula,][good])
I(10,11): 0.5644371509552002	 ([see][films])
I(14,17): 0.561735987663269	 ([arms][violence])
I(40,51): 0.5588496923446655	 ([good][cast])
I(43,50): -0.553267240524292	 ([do,][adventure.])
I(33,49): -0.5519969463348389	 ([ask][enjoy])
I(35,53): 0.5501512885093689	 ([demand][excellent.])
I(16,33): 0.5417866706848145	 ([gratuitous][ask])
I(34,35): 0.5408728122711182	 ([think,][demand])
I(16,44): 0.5397851467132568	 ([gratuitous][willingly])
I(0,39): -0.5380613803863525	 ([family][simply])
I(9,13): 0.5321159362792969	 ([want][failing])
I(1,12): -0.53155517578125	 ([film,][loaded])
I(16,43): 0.5314459800720215	 ([gratuitous][do,])
I(53,55): 0.5190279483795166	 ([excellent.][commenter])
I(42,46): 0.5154435634613037	 ([ought][disbelief])
I(4,53): -0.5105471611022949	 ([turn][excellent.])
I(37,53): 0.5094892978668213	 ([film][excellent.])
I(0,46): 0.5082972049713135	 ([family][disbelief])
I(39): 0.5060977935791016	 ([simply])
I(22,53): -0.5040493011474609	 ([york][excellent.])
I(42,53): -0.5029332637786865	 ([ought][excellent.])
I(17,34): 0.5000896453857422	 ([violence][think,])
I(42,50): -0.49977707862854004	 ([ought][adventure.])
I(25,26): -0.49679023027420044	 ([film][none])
I(48,49): -0.49566030502319336	 ([hours][enjoy])
I(50,51): 0.4941173791885376	 ([adventure.][cast])
I(13,16): 0.49384212493896484	 ([failing][gratuitous])
I(32,38): -0.4853553771972656	 ([fun.][reality.])
I(37,48): -0.48500895500183105	 ([film][hours])
I(47,49): -0.4843266010284424	 ([two][enjoy])
I(2,53): -0.482576847076416	 ([people][excellent.])
I(3,5): -0.4823930263519287	 ([automatic][off.])
I(30,38): -0.4810206890106201	 ([formula,][reality.])
I(51,52): -0.48100388050079346	 ([cast][good,])
I(22,23): 0.4805954098701477	 ([york][phone])
I(16,52): 0.47823500633239746	 ([gratuitous][good,])
I(3,46): 0.47808778285980225	 ([automatic][disbelief])
I(15,17): 0.47496652603149414	 ([legs,][violence])
I(49,55): 0.4748709201812744	 ([enjoy][commenter])
I(30,52): -0.4734271764755249	 ([formula,][good,])
I(17,20): 0.4708092212677002	 ([violence][fill])
I(16,38): 0.47064757347106934	 ([gratuitous][reality.])
I(30,49): -0.4699389934539795	 ([formula,][enjoy])
I(37,43): 0.46929407119750977	 ([film][do,])
I(41,50): -0.46764087677001953	 ([film][adventure.])
I(16,30): 0.46640050411224365	 ([gratuitous][formula,])
I(12,26): -0.46460145711898804	 ([loaded][none])
I(0,51): 0.46442973613739014	 ([family][cast])
I(16,46): 0.4616060256958008	 ([gratuitous][disbelief])
I(17,46): 0.4609009027481079	 ([violence][disbelief])
I(32,42): -0.4607083797454834	 ([fun.][ought])
I(51,55): -0.45802557468414307	 ([cast][commenter])
I(32,55): 0.45715928077697754	 ([fun.][commenter])
I(16,34): 0.45598673820495605	 ([gratuitous][think,])
I(20): -0.4555594325065613	 ([fill])
I(35,38): -0.45358777046203613	 ([demand][reality.])
I(32,37): 0.45209407806396484	 ([fun.][film])
I(36,49): -0.4514291286468506	 ([accept][enjoy])
I(24,50): -0.4481416940689087	 ([book.][adventure.])
I(33,50): -0.43991732597351074	 ([ask][adventure.])
I(15,26): -0.438882052898407	 ([legs,][none])
I(0,43): -0.4354367256164551	 ([family][do,])
I(42,51): 0.43440961837768555	 ([ought][cast])
I(13,35): 0.4344043731689453	 ([failing][demand])
I(38,40): -0.4323437213897705	 ([reality.][good])
I(39,42): 0.42578935623168945	 ([simply][ought])
I(17,42): 0.42468929290771484	 ([violence][ought])
I(14,51): 0.4218176603317261	 ([arms][cast])
I(45,53): -0.4198005199432373	 ([suspend][excellent.])
I(30,39): 0.41954541206359863	 ([formula,][simply])
I(46,52): 0.41854023933410645	 ([disbelief][good,])
I(54,55): 0.41813933849334717	 ([another][commenter])
I(35,39): 0.416471004486084	 ([demand][simply])
I(24,49): -0.4139326810836792	 ([book.][enjoy])
I(17,49): 0.41334712505340576	 ([violence][enjoy])
I(7,53): -0.4076913595199585	 ([many][excellent.])
I(33,35): -0.40642666816711426	 ([ask][demand])
I(6): 0.4048943519592285	 ([seems])
I(17,44): 0.40489399433135986	 ([violence][willingly])
I(13,44): 0.40488219261169434	 ([failing][willingly])
I(13,37): -0.4046494960784912	 ([failing][film])
I(25,46): -0.40156126022338867	 ([film][disbelief])
I(34,53): 0.4012129306793213	 ([think,][excellent.])
I(35,42): -0.40016746520996094	 ([demand][ought])
I(13,45): 0.40007805824279785	 ([failing][suspend])
I(44,47): -0.39788615703582764	 ([willingly][two])
I(3,26): -0.3948509097099304	 ([automatic][none])
I(33,46): 0.3944813013076782	 ([ask][disbelief])
I(37,49): 0.39165496826171875	 ([film][enjoy])
I(21,49): -0.38915157318115234	 ([new][enjoy])
I(11,13): 0.38881218433380127	 ([films][failing])
I(6,13): -0.3881649971008301	 ([seems][failing])
I(38,46): 0.38802599906921387	 ([reality.][disbelief])
I(17,18): 0.3849751949310303	 ([violence][enough])
I(43,45): -0.38308489322662354	 ([do,][suspend])
I(17,43): 0.38268887996673584	 ([violence][do,])
I(30,34): -0.3802715539932251	 ([formula,][think,])
I(17,21): 0.3782486915588379	 ([violence][new])
I(11,17): -0.3712766170501709	 ([films][violence])
I(13,21): 0.37107837200164795	 ([failing][new])
I(38,52): -0.36890673637390137	 ([reality.][good,])
I(17,27): 0.36691832542419434	 ([violence][those.])
I(25,55): -0.36631762981414795	 ([film][commenter])
I(30,35): -0.36453938484191895	 ([formula,][demand])
I(39,43): 0.36438775062561035	 ([simply][do,])
I(38,42): -0.36348557472229004	 ([reality.][ought])
I(1,40): -0.36309814453125	 ([film,][good])
I(12,13): 0.36304163932800293	 ([loaded][failing])
I(33,38): -0.35863256454467773	 ([ask][reality.])
I(16,42): 0.35718607902526855	 ([gratuitous][ought])
I(26,40): -0.3566717505455017	 ([none][good])
I(13,19): -0.3552737236022949	 ([failing][expletives])
I(34,50): -0.354262113571167	 ([think,][adventure.])
I(44): 0.35406494140625	 ([willingly])
I(39,52): 0.3533318042755127	 ([simply][good,])
I(1,26): -0.3523107171058655	 ([film,][none])
I(24,51): 0.3507472276687622	 ([book.][cast])
I(13,20): 0.34885263442993164	 ([failing][fill])
I(16,21): 0.3477534055709839	 ([gratuitous][new])
I(8,10): 0.3468465805053711	 ([people][see])
I(21,46): 0.34620487689971924	 ([new][disbelief])
I(30,36): -0.3437364101409912	 ([formula,][accept])
I(43,48): -0.34333348274230957	 ([do,][hours])
I(3,53): -0.34333062171936035	 ([automatic][excellent.])
I(12,15): 0.34208160638809204	 ([loaded][legs,])
I(50,55): 0.3419567346572876	 ([adventure.][commenter])
I(37,46): -0.34189748764038086	 ([film][disbelief])
I(23,24): -0.3406444191932678	 ([phone][book.])
I(35,45): 0.34041929244995117	 ([demand][suspend])
I(7,10): 0.34039056301116943	 ([many][see])
I(39,51): 0.3402845859527588	 ([simply][cast])
I(37,40): 0.33997678756713867	 ([film][good])
I(24,35): -0.3385351896286011	 ([book.][demand])
I(39,55): 0.3351104259490967	 ([simply][commenter])
I(11,24): 0.33165931701660156	 ([films][book.])
I(8,51): -0.3293423652648926	 ([people][cast])
I(33,40): -0.32782721519470215	 ([ask][good])
I(0,45): 0.3274362087249756	 ([family][suspend])
I(16,26): 0.32513493299484253	 ([gratuitous][none])
I(30,53): -0.324815034866333	 ([formula,][excellent.])
I(0,30): -0.32451725006103516	 ([family][formula,])
I(5,13): 0.3230935335159302	 ([off.][failing])
I(44,50): -0.3224647045135498	 ([willingly][adventure.])
I(50,52): -0.3189053535461426	 ([adventure.][good,])
I(25,45): -0.3177732229232788	 ([film][suspend])
I(17,22): -0.3174821138381958	 ([violence][york])
I(46,47): 0.31747686862945557	 ([disbelief][two])
I(1,37): 0.31661033630371094	 ([film,][film])
I(40,46): 0.31649136543273926	 ([good][disbelief])
I(35,55): 0.31515324115753174	 ([demand][commenter])
I(36,52): -0.3142075538635254	 ([accept][good,])
I(34,40): 0.30995631217956543	 ([think,][good])
I(42,48): -0.3086965084075928	 ([ought][hours])
I(30,45): 0.3085445165634155	 ([formula,][suspend])
I(17,23): 0.3080580234527588	 ([violence][phone])
I(1): -0.3076903820037842	 ([film,])
I(47,52): -0.30586493015289307	 ([two][good,])
I(1,5): -0.3053019046783447	 ([film,][off.])
I(33,43): -0.3051121234893799	 ([ask][do,])
I(25,49): 0.3043365478515625	 ([film][enjoy])
I(26,37): -0.30349570512771606	 ([none][film])
I(49,53): -0.30192023515701294	 ([enjoy][excellent.])
I(14,49): -0.29745399951934814	 ([arms][enjoy])
I(17,45): 0.29703986644744873	 ([violence][suspend])
I(3,13): 0.29637694358825684	 ([automatic][failing])
I(36,53): -0.29629015922546387	 ([accept][excellent.])
I(1,32): -0.29567885398864746	 ([film,][fun.])
I(30,43): -0.29521894454956055	 ([formula,][do,])
I(44,46): 0.29317808151245117	 ([willingly][disbelief])
I(36,37): 0.2930293083190918	 ([accept][film])
I(13,33): 0.29166316986083984	 ([failing][ask])
I(11,16): -0.29118025302886963	 ([films][gratuitous])
I(19,36): -0.29090094566345215	 ([expletives][accept])
I(26,50): -0.2900773882865906	 ([none][adventure.])
I(12): -0.2898132801055908	 ([loaded])
I(1,22): -0.28648656606674194	 ([film,][york])
I(17,19): -0.28455352783203125	 ([violence][expletives])
I(18,32): 0.284404993057251	 ([enough][fun.])
I(0,36): -0.28314876556396484	 ([family][accept])
I(26,46): 0.2812662124633789	 ([none][disbelief])
I(1,50): -0.2803618907928467	 ([film,][adventure.])
I(22,33): 0.27814650535583496	 ([york][ask])
I(38,43): -0.2777411937713623	 ([reality.][do,])
I(14,15): 0.2764356732368469	 ([arms][legs,])
I(35,37): -0.2749824523925781	 ([demand][film])
I(8,53): -0.27468574047088623	 ([people][excellent.])
I(8,11): 0.2744547128677368	 ([people][films])
I(25,34): 0.272960901260376	 ([film][think,])
I(9,16): 0.2726435661315918	 ([want][gratuitous])
I(1,11): 0.2724442481994629	 ([film,][films])
I(7,25): -0.2713388204574585	 ([many][film])
I(16,23): 0.2706984877586365	 ([gratuitous][phone])
I(47,53): 0.26700663566589355	 ([two][excellent.])
I(20,24): 0.2662850022315979	 ([fill][book.])
I(1,7): -0.264528751373291	 ([film,][many])
I(20,40): -0.26393866539001465	 ([fill][good])
I(6,8): -0.26202821731567383	 ([seems][people])
I(9,26): -0.26115137338638306	 ([want][none])
I(42,52): -0.2583131790161133	 ([ought][good,])
I(16,36): 0.2573765516281128	 ([gratuitous][accept])
I(34,42): -0.2566542625427246	 ([think,][ought])
I(7,49): 0.25586676597595215	 ([many][enjoy])
I(47): -0.25537192821502686	 ([two])
I(27,53): 0.2547394037246704	 ([those.][excellent.])
I(7,11): 0.2544766664505005	 ([many][films])
I(1,41): 0.25417017936706543	 ([film,][film])
I(40,45): 0.2534811496734619	 ([good][suspend])
I(17,41): -0.25206971168518066	 ([violence][film])
I(33,39): 0.2513425350189209	 ([ask][simply])
I(35,52): -0.2512979507446289	 ([demand][good,])
I(21,52): -0.25107431411743164	 ([new][good,])
I(14,32): -0.2505913972854614	 ([arms][fun.])
I(43,53): -0.24936151504516602	 ([do,][excellent.])
I(30,50): -0.24769330024719238	 ([formula,][adventure.])
I(40,44): -0.24692106246948242	 ([good][willingly])
I(36,38): -0.2467668056488037	 ([accept][reality.])
I(24): 0.2466062307357788	 ([book.])
I(22): 0.24639272689819336	 ([york])
I(33,53): -0.2458491325378418	 ([ask][excellent.])
I(21,25): -0.2442527413368225	 ([new][film])
I(24,38): -0.24422907829284668	 ([book.][reality.])
I(24,52): -0.24384891986846924	 ([book.][good,])
I(35,44): -0.2437605857849121	 ([demand][willingly])
I(0,24): -0.24333536624908447	 ([family][book.])
I(14,26): -0.24323076009750366	 ([arms][none])
I(22,26): -0.24153727293014526	 ([york][none])
I(15,50): 0.23978674411773682	 ([legs,][adventure.])
I(27,39): 0.2387470006942749	 ([those.][simply])
I(30,33): -0.23814821243286133	 ([formula,][ask])
I(26,52): -0.23782449960708618	 ([none][good,])
I(38,44): -0.23767948150634766	 ([reality.][willingly])
I(5,25): -0.2374023199081421	 ([off.][film])
I(24,40): -0.23735833168029785	 ([book.][good])
I(2,3): 0.23623311519622803	 ([people][automatic])
I(8,16): 0.23443818092346191	 ([people][gratuitous])
I(14,35): -0.23426616191864014	 ([arms][demand])
I(7,35): 0.23381149768829346	 ([many][demand])
I(15): -0.23370110988616943	 ([legs,])
I(33,34): 0.23352313041687012	 ([ask][think,])
I(44,52): -0.23318862915039062	 ([willingly][good,])
I(6,34): -0.23309087753295898	 ([seems][think,])
I(20,33): 0.23240965604782104	 ([fill][ask])
I(20,43): -0.23234105110168457	 ([fill][do,])
I(18,20): 0.2318403124809265	 ([enough][fill])
I(26,43): -0.23091816902160645	 ([none][do,])
I(13,51): 0.22941374778747559	 ([failing][cast])
I(24,37): 0.22934389114379883	 ([book.][film])
I(16,55): 0.22902119159698486	 ([gratuitous][commenter])
I(53,54): 0.2287282943725586	 ([excellent.][another])
I(32,43): -0.22738075256347656	 ([fun.][do,])
I(45,51): 0.22728824615478516	 ([suspend][cast])
I(24,46): 0.22674322128295898	 ([book.][disbelief])
I(3,40): -0.22593724727630615	 ([automatic][good])
I(0,13): 0.2252039909362793	 ([family][failing])
I(22,34): 0.22508668899536133	 ([york][think,])
I(19,21): -0.22309911251068115	 ([expletives][new])
I(19,53): -0.22289824485778809	 ([expletives][excellent.])
I(8,25): -0.2218623161315918	 ([people][film])
I(43,47): -0.22160756587982178	 ([do,][two])
I(20,23): -0.22145384550094604	 ([fill][phone])
I(12,53): -0.22121834754943848	 ([loaded][excellent.])
I(48,52): -0.21944642066955566	 ([hours][good,])
I(6,9): -0.21908783912658691	 ([seems][want])
I(1,24): 0.21792924404144287	 ([film,][book.])
I(17,26): 0.21745306253433228	 ([violence][none])
I(30,42): -0.21711266040802002	 ([formula,][ought])
I(13,52): 0.21706676483154297	 ([failing][good,])
I(21,40): -0.21628808975219727	 ([new][good])
I(36,46): 0.21572279930114746	 ([accept][disbelief])
I(12,50): 0.21562886238098145	 ([loaded][adventure.])
I(20,49): 0.21557730436325073	 ([fill][enjoy])
I(12,36): -0.21483314037322998	 ([loaded][accept])
I(14): -0.21453940868377686	 ([arms])
I(0,3): -0.2144678831100464	 ([family][automatic])
I(23,53): -0.21372270584106445	 ([phone][excellent.])
I(45,50): -0.21242880821228027	 ([suspend][adventure.])
I(48): 0.2118220329284668	 ([hours])
I(17,48): -0.2115260362625122	 ([violence][hours])
I(12,17): 0.21043157577514648	 ([loaded][violence])
I(20,42): -0.21018916368484497	 ([fill][ought])
I(36,43): -0.20805621147155762	 ([accept][do,])
I(22,24): 0.20769250392913818	 ([york][book.])
I(0,52): -0.20728564262390137	 ([family][good,])
I(41,53): 0.20667171478271484	 ([film][excellent.])
I(24,32): -0.2063988447189331	 ([book.][fun.])
I(41): -0.20608758926391602	 ([film])
I(15,25): -0.20571035146713257	 ([legs,][film])
I(2,40): -0.20537424087524414	 ([people][good])
I(8,32): 0.20534586906433105	 ([people][fun.])
I(15,46): -0.2046961784362793	 ([legs,][disbelief])
I(7,32): 0.2044217586517334	 ([many][fun.])
I(36,40): -0.20426464080810547	 ([accept][good])
I(16,20): 0.20296543836593628	 ([gratuitous][fill])
I(22,32): 0.2020263671875	 ([york][fun.])
I(25,35): 0.20175886154174805	 ([film][demand])
I(11,12): -0.20075565576553345	 ([films][loaded])
I(52,55): 0.20003044605255127	 ([good,][commenter])
I(20,53): 0.19899749755859375	 ([fill][excellent.])
I(11,49): 0.19888246059417725	 ([films][enjoy])
I(26,28): 0.1980326771736145	 ([none][clich])
I(8,55): -0.1974329948425293	 ([people][commenter])
I(21,44): -0.19729149341583252	 ([new][willingly])
I(0,44): -0.19693470001220703	 ([family][willingly])
I(22,35): 0.19659137725830078	 ([york][demand])
I(20,34): 0.19648855924606323	 ([fill][think,])
I(23,32): -0.19442647695541382	 ([phone][fun.])
I(17,40): 0.19398152828216553	 ([violence][good])
I(12,16): -0.19376802444458008	 ([loaded][gratuitous])
I(13,50): -0.19353675842285156	 ([failing][adventure.])
I(21,43): -0.19353628158569336	 ([new][do,])
I(21,50): -0.1935110092163086	 ([new][adventure.])
I(18,26): -0.19313377141952515	 ([enough][none])
I(15,36): -0.1929870843887329	 ([legs,][accept])
I(37,51): 0.191497802734375	 ([film][cast])
I(14,38): -0.19141066074371338	 ([arms][reality.])
I(12,46): -0.19133353233337402	 ([loaded][disbelief])
I(25,37): 0.19039428234100342	 ([film][film])
I(42,55): 0.19039034843444824	 ([ought][commenter])
I(22,43): 0.1903548240661621	 ([york][do,])
I(12,35): 0.19021105766296387	 ([loaded][demand])
I(11,53): -0.18903744220733643	 ([films][excellent.])
I(11,55): 0.1887432336807251	 ([films][commenter])
I(1,6): -0.18844187259674072	 ([film,][seems])
I(6,55): -0.18840491771697998	 ([seems][commenter])
I(35,48): -0.18734502792358398	 ([demand][hours])
I(21,38): -0.1867835521697998	 ([new][reality.])
I(4,13): 0.18675732612609863	 ([turn][failing])
I(20,25): -0.1866999864578247	 ([fill][film])
I(13,34): 0.18654561042785645	 ([failing][think,])
I(0,6): -0.18640971183776855	 ([family][seems])
I(43,46): 0.18639278411865234	 ([do,][disbelief])
I(14,40): -0.18612968921661377	 ([arms][good])
I(28,38): -0.18610870838165283	 ([clich][reality.])
I(38,48): -0.18535971641540527	 ([reality.][hours])
I(14,36): -0.18419837951660156	 ([arms][accept])
I(17,28): 0.1837916374206543	 ([violence][clich])
I(3): 0.18373477458953857	 ([automatic])
I(12,49): 0.18258881568908691	 ([loaded][enjoy])
I(26,36): 0.18201464414596558	 ([none][accept])
I(3,50): -0.1809300184249878	 ([automatic][adventure.])
I(19,25): -0.18042641878128052	 ([expletives][film])
I(1,35): -0.18020987510681152	 ([film,][demand])
I(26,33): -0.17969685792922974	 ([none][ask])
I(22,37): -0.1795046329498291	 ([york][film])
I(30,48): -0.17919743061065674	 ([formula,][hours])
I(5,46): 0.1786799430847168	 ([off.][disbelief])
I(33,42): -0.1772470474243164	 ([ask][ought])
I(10,53): -0.17724299430847168	 ([see][excellent.])
I(19,49): 0.17706966400146484	 ([expletives][enjoy])
I(36,44): -0.177068829536438	 ([accept][willingly])
I(7,51): -0.17635881900787354	 ([many][cast])
I(6,39): -0.17617642879486084	 ([seems][simply])
I(49,50): -0.17615079879760742	 ([enjoy][adventure.])
I(26,55): 0.1761201024055481	 ([none][commenter])
I(17,30): -0.17591369152069092	 ([violence][formula,])
I(25,30): 0.17514729499816895	 ([film][formula,])
I(20,32): 0.17500466108322144	 ([fill][fun.])
I(14,16): 0.17416155338287354	 ([arms][gratuitous])
I(48,51): 0.17384076118469238	 ([hours][cast])
I(13,14): 0.17379295825958252	 ([failing][arms])
I(4,5): -0.17314696311950684	 ([turn][off.])
I(13,47): 0.17263329029083252	 ([failing][two])
I(54): 0.1724841594696045	 ([another])
I(31,43): -0.1719571352005005	 ([also][do,])
I(20,22): -0.17177343368530273	 ([fill][york])
I(8,37): -0.1715003252029419	 ([people][film])
I(17,33): 0.1711498498916626	 ([violence][ask])
I(3,12): -0.17098796367645264	 ([automatic][loaded])
I(35,54): -0.1709425449371338	 ([demand][another])
I(34,46): 0.17093515396118164	 ([think,][disbelief])
I(4,17): 0.16871380805969238	 ([turn][violence])
I(8,17): 0.16701257228851318	 ([people][violence])
I(23): -0.1669369339942932	 ([phone])
I(13,38): -0.1667107343673706	 ([failing][reality.])
I(19,48): -0.1660630702972412	 ([expletives][hours])
I(11,45): -0.165541410446167	 ([films][suspend])
I(30,31): 0.1649932861328125	 ([formula,][also])
I(14,43): -0.1646355390548706	 ([arms][do,])
I(34,37): 0.16458439826965332	 ([think,][film])
I(1,38): 0.16446852684020996	 ([film,][reality.])
I(14,48): 0.16434180736541748	 ([arms][hours])
I(28,50): -0.1639021635055542	 ([clich][adventure.])
I(19,32): -0.16350841522216797	 ([expletives][fun.])
I(5,26): -0.16346150636672974	 ([off.][none])
I(36,55): -0.1626666784286499	 ([accept][commenter])
I(26,34): -0.16136497259140015	 ([none][think,])
I(14,34): -0.16119587421417236	 ([arms][think,])
I(21,42): -0.161085844039917	 ([new][ought])
I(7,40): 0.16086208820343018	 ([many][good])
I(30,37): 0.16084015369415283	 ([formula,][film])
I(27,55): 0.1605324149131775	 ([those.][commenter])
I(15,51): 0.1604917049407959	 ([legs,][cast])
I(19,26): 0.15953904390335083	 ([expletives][none])
I(17,55): 0.15896940231323242	 ([violence][commenter])
I(18,33): 0.15887093544006348	 ([enough][ask])
