---------- AND Interactions ----------
I(28): -4.4592366218566895	 ([dirty])
I(40,62): -1.2661608457565308	 ([movie.][reagan.])
I(39,65): -1.250612735748291	 ([light][aspect])
I(41,63): 1.2413082122802734	 ([paraphrase][unfortunately])
I(15,63): 1.2376103401184082	 ([kids.][unfortunately])
I(62,65): 1.232117772102356	 ([reagan.][aspect])
I(2,9): 1.223204493522644	 ([dirty][suffers])
I(57,65): 1.1733057498931885	 ([movie][aspect])
I(6,27): -1.1535253524780273	 ([angels][angels])
I(60,61): -1.1202120780944824	 ([sheridan][ronald])
I(38,40): 1.1034274101257324	 ([shining][movie.])
I(6,28): -1.0807509422302246	 ([angels][dirty])
I(39,57): 1.077648401260376	 ([light][movie])
I(50,51): -1.0616326332092285	 ([two][hours])
I(31,39): -1.0561751127243042	 ([continuity's][light])
I(21,63): 1.0474348068237305	 ([kids][unfortunately])
I(27,38): -1.0314024686813354	 ([angels][shining])
I(1,28): -1.0291738510131836	 ([angels][dirty])
I(0,15): -1.0167897939682007	 ([sequel][kids.])
I(6,38): -1.0133090019226074	 ([angels][shining])
I(5,61): -0.9822648763656616	 ([only,][ronald])
I(2,41): 0.9690775871276855	 ([dirty][paraphrase])
I(15,17): 0.9599137306213379	 ([kids.][fact,])
I(36,37): 0.958608865737915	 ([one][true])
I(54,65): 0.9573357105255127	 ([dvd!][aspect])
I(9,41): 0.9504637718200684	 ([suffers][paraphrase])
I(6,39): -0.947293758392334	 ([angels][light])
I(40,65): 0.9470882415771484	 ([movie.][aspect])
I(23,40): -0.9432086944580078	 ([sheridan][movie.])
I(39,63): -0.9389681816101074	 ([light][unfortunately])
I(31,62): 0.9376868009567261	 ([continuity's][reagan.])
I(0,65): -0.929034948348999	 ([sequel][aspect])
I(9,65): 0.923211932182312	 ([suffers][aspect])
I(31,38): -0.9194654226303101	 ([continuity's][shining])
I(35): 0.9061602354049683	 ([sheridan,])
I(2,7): 0.9028489589691162	 ([dirty][wash])
I(39,54): 0.8984932899475098	 ([light][dvd!])
I(38,54): 0.8915131092071533	 ([shining][dvd!])
I(37): 0.8899582624435425	 ([true])
I(57): -0.8781745433807373	 ([movie])
I(35,61): -0.878109335899353	 ([sheridan,][ronald])
I(48,49): -0.8749344944953918	 ([phone][book])
I(56,57): 0.8706402778625488	 ([virtue][movie])
I(6,31): -0.8682148456573486	 ([angels][continuity's])
I(58,61): -0.8558775186538696	 ([chemistry][ronald])
I(43,61): -0.8411072492599487	 ([,][ronald])
I(12,58): 0.8396213054656982	 ([shenanigans][chemistry])
I(5,9): 0.8384456634521484	 ([only,][suffers])
I(21,56): 0.8367495536804199	 ([kids][virtue])
I(2,15): 0.8310151100158691	 ([dirty][kids.])
I(27,39): -0.829431414604187	 ([angels][light])
I(36): 0.8234642744064331	 ([one])
I(17,61): -0.8168758153915405	 ([fact,][ronald])
I(15,39): 0.8032646179199219	 ([kids.][light])
I(2,21): 0.795464038848877	 ([dirty][kids])
I(1,38): -0.7910304069519043	 ([angels][shining])
I(1,39): -0.7890496253967285	 ([angels][light])
I(28,30): 0.7863381505012512	 ([dirty][least])
I(41,58): -0.7847365140914917	 ([paraphrase][chemistry])
I(29,61): -0.7830501198768616	 ([faces,][ronald])
I(2,19): 0.7826271057128906	 ([dirty][dead])
I(56,63): -0.7776064872741699	 ([virtue][unfortunately])
I(35,60): -0.7757937908172607	 ([sheridan,][sheridan])
I(2,58): 0.7722702026367188	 ([dirty][chemistry])
I(0): 0.7582418918609619	 ([sequel])
I(31,65): -0.749597430229187	 ([continuity's][aspect])
I(58,60): -0.7495510578155518	 ([chemistry][sheridan])
I(0,58): -0.7395055294036865	 ([sequel][chemistry])
I(0,1): 0.7390352487564087	 ([sequel][angels])
I(15,38): 0.7334657907485962	 ([kids.][shining])
I(37,54): 0.7235379815101624	 ([true][dvd!])
I(58,59): -0.7098835706710815	 ([chemistry][ann])
I(59,61): -0.7018129825592041	 ([ann][ronald])
I(19,38): -0.7010647058486938	 ([dead][shining])
I(57,62): -0.7010151147842407	 ([movie][reagan.])
I(7,28): 0.693711519241333	 ([wash][dirty])
I(30,31): 0.6917981505393982	 ([least][continuity's])
I(13,38): -0.6910063624382019	 ([dead][shining])
I(32,61): -0.6887518167495728	 ([sake.][ronald])
I(56,65): -0.6881670951843262	 ([virtue][aspect])
I(22,40): -0.6819047927856445	 ([ann][movie.])
I(62): -0.681094765663147	 ([reagan.])
I(64,65): -0.6756179332733154	 ([,][aspect])
I(6,13): -0.6703158020973206	 ([angels][dead])
I(22,57): -0.6593914031982422	 ([ann][movie])
I(37,40): 0.6568086743354797	 ([true][movie.])
I(21,22): 0.6538301110267639	 ([kids][ann])
I(19,28): 0.645876407623291	 ([dead][dirty])
I(28,49): -0.6455907821655273	 ([dirty][book])
I(1,63): -0.6432510614395142	 ([angels][unfortunately])
I(2,27): -0.6429433822631836	 ([dirty][angels])
I(15,24): 0.6387937664985657	 ([kids.][treated])
I(38,57): 0.6349422931671143	 ([shining][movie])
I(2,38): -0.6228394508361816	 ([dirty][shining])
I(0,28): 0.621110200881958	 ([sequel][dirty])
I(17): 0.6203275322914124	 ([fact,])
I(6,21): -0.6197983026504517	 ([angels][kids])
I(34,39): -0.610887885093689	 ([ann][light])
I(2,6): -0.6045374870300293	 ([dirty][angels])
I(53): -0.5987597703933716	 ([buy])
I(0,9): -0.5983747243881226	 ([sequel][suffers])
I(1,27): -0.5962520837783813	 ([angels][angels])
I(9,13): 0.594582736492157	 ([suffers][dead])
I(2,57): -0.5932867527008057	 ([dirty][movie])
I(53,61): -0.593258261680603	 ([buy][ronald])
I(48,63): 0.59307861328125	 ([phone][unfortunately])
I(6,63): -0.590567946434021	 ([angels][unfortunately])
I(1,31): -0.5887885093688965	 ([angels][continuity's])
I(0,48): -0.5878873467445374	 ([sequel][phone])
I(37,65): -0.5876102447509766	 ([true][aspect])
I(21,41): 0.5874313116073608	 ([kids][paraphrase])
I(0,6): -0.5854027271270752	 ([sequel][angels])
I(23,57): -0.5828276872634888	 ([sheridan][movie])
I(21,57): -0.5818823575973511	 ([kids][movie])
I(0,39): -0.5746357440948486	 ([sequel][light])
I(29,41): 0.5705292820930481	 ([faces,][paraphrase])
I(39,41): -0.5681309700012207	 ([light][paraphrase])
I(10,15): 0.5653350353240967	 ([somewhat][kids.])
I(44,59): 0.5642282962799072	 ([ann][ann])
I(61): -0.5639587640762329	 ([ronald])
I(38,58): -0.5582141876220703	 ([shining][chemistry])
I(9,11): 0.5557053089141846	 ([suffers][usual])
I(58,62): -0.5544065237045288	 ([chemistry][reagan.])
I(16,17): -0.5507264137268066	 ([matter][fact,])
I(38,56): -0.5483078956604004	 ([shining][virtue])
I(21,23): 0.5479775071144104	 ([kids][sheridan])
I(26,27): 0.5436674356460571	 ([sequel][angels])
I(36,65): -0.5415182113647461	 ([one][aspect])
I(9,53): 0.541049599647522	 ([suffers][buy])
I(56,59): -0.5405496954917908	 ([virtue][ann])
I(28,53): 0.5403820276260376	 ([dirty][buy])
I(39,59): -0.5321207046508789	 ([light][ann])
I(11): -0.5318474769592285	 ([usual])
I(38,63): -0.5316104888916016	 ([shining][unfortunately])
I(9,54): -0.5310858488082886	 ([suffers][dvd!])
I(19,40): -0.5298361778259277	 ([dead][movie.])
I(55,63): -0.5294331312179565	 ([another][unfortunately])
I(23,35): -0.527417778968811	 ([sheridan][sheridan,])
I(15,27): -0.5260285139083862	 ([kids.][angels])
I(54,56): 0.5255794525146484	 ([dvd!][virtue])
I(49): 0.5224756002426147	 ([book])
I(40,63): -0.5208725929260254	 ([movie.][unfortunately])
I(27): 0.5208300352096558	 ([angels])
I(51): 0.5194419026374817	 ([hours])
I(28,59): 0.5194041728973389	 ([dirty][ann])
I(21,31): 0.5192641615867615	 ([kids][continuity's])
I(14,15): 0.5168906450271606	 ([end][kids.])
I(32,63): 0.5156760215759277	 ([sake.][unfortunately])
I(38,41): -0.5130064487457275	 ([shining][paraphrase])
I(41,65): 0.5128192901611328	 ([paraphrase][aspect])
I(0,31): -0.5127620697021484	 ([sequel][continuity's])
I(20,21): 0.5126379728317261	 ([end][kids])
I(13,39): -0.5086445212364197	 ([dead][light])
I(28,31): -0.5072488784790039	 ([dirty][continuity's])
I(1): 0.5063358545303345	 ([angels])
I(15,48): 0.5061982870101929	 ([kids.][phone])
I(5): 0.5056930780410767	 ([only,])
I(49,57): 0.5049194097518921	 ([book][movie])
I(6,65): -0.5029467344284058	 ([angels][aspect])
I(35,40): -0.5020333528518677	 ([sheridan,][movie.])
I(7,15): 0.5011807680130005	 ([wash][kids.])
I(1,15): -0.5003668069839478	 ([angels][kids.])
I(40,56): 0.49972331523895264	 ([movie.][virtue])
I(54,63): 0.4985694885253906	 ([dvd!][unfortunately])
I(21,29): 0.49573034048080444	 ([kids][faces,])
I(27,31): -0.49553239345550537	 ([angels][continuity's])
I(48,51): -0.49549323320388794	 ([phone][hours])
I(31,40): 0.49507296085357666	 ([continuity's][movie.])
I(31,37): -0.4919595718383789	 ([continuity's][true])
I(26): -0.4913480281829834	 ([sequel])
I(55,58): 0.4908127784729004	 ([another][chemistry])
I(2,40): -0.48961591720581055	 ([dirty][movie.])
I(61,63): 0.4860273599624634	 ([ronald][unfortunately])
I(27,40): -0.4834468364715576	 ([angels][movie.])
I(28,36): -0.47942113876342773	 ([dirty][one])
I(0,38): -0.4786999225616455	 ([sequel][shining])
I(22,44): 0.478283166885376	 ([ann][ann])
I(22,35): -0.4760879874229431	 ([ann][sheridan,])
I(27,48): -0.4721911549568176	 ([angels][phone])
I(52,54): -0.471341609954834	 ([would][dvd!])
I(10,11): 0.4699297547340393	 ([somewhat][usual])
I(59,63): 0.4647233486175537	 ([ann][unfortunately])
I(31,58): -0.462826132774353	 ([continuity's][chemistry])
I(32,38): -0.46054935455322266	 ([sake.][shining])
I(40,58): 0.45949268341064453	 ([movie.][chemistry])
I(57,60): -0.4586414098739624	 ([movie][sheridan])
I(38,53): -0.45744168758392334	 ([shining][buy])
I(38,59): -0.4570866823196411	 ([shining][ann])
I(9,40): -0.4561072587966919	 ([suffers][movie.])
I(18,19): -0.4554746747016907	 ([presence][dead])
I(15,41): 0.45517051219940186	 ([kids.][paraphrase])
I(28,51): -0.45493030548095703	 ([dirty][hours])
I(14,20): 0.454235315322876	 ([end][end])
I(54,55): 0.4535118341445923	 ([dvd!][another])
I(6,19): -0.4526170492172241	 ([angels][dead])
I(34,59): 0.4525703191757202	 ([ann][ann])
I(0,26): -0.45255976915359497	 ([sequel][sequel])
I(40,60): -0.4524838924407959	 ([movie.][sheridan])
I(61,64): -0.4515930414199829	 ([ronald][,])
I(14): -0.45120298862457275	 ([end])
I(1,21): -0.450445294380188	 ([angels][kids])
I(21,48): 0.45027077198028564	 ([kids][phone])
I(12,39): 0.4494059085845947	 ([shenanigans][light])
I(23,60): -0.44898688793182373	 ([sheridan][sheridan])
I(21,62): 0.4468115568161011	 ([kids][reagan.])
I(54,58): 0.4462718963623047	 ([dvd!][chemistry])
I(54,59): -0.44481325149536133	 ([dvd!][ann])
I(11,58): 0.44212770462036133	 ([usual][chemistry])
I(32,40): -0.43804001808166504	 ([sake.][movie.])
I(12,40): -0.4379040002822876	 ([shenanigans][movie.])
I(27,63): -0.4375356435775757	 ([angels][unfortunately])
I(39,52): -0.4364660978317261	 ([light][would])
I(44): -0.43447208404541016	 ([ann])
I(34,38): -0.4342782497406006	 ([ann][shining])
I(19,39): -0.4316542148590088	 ([dead][light])
I(26,58): 0.430891752243042	 ([sequel][chemistry])
I(53,58): -0.43062520027160645	 ([buy][chemistry])
I(7,10): 0.43018123507499695	 ([wash][somewhat])
I(19,63): 0.4288516044616699	 ([dead][unfortunately])
I(21,24): 0.4280845522880554	 ([kids][treated])
I(6,15): -0.4279869794845581	 ([angels][kids.])
I(11,31): 0.42758405208587646	 ([usual][continuity's])
I(36,41): -0.42553234100341797	 ([one][paraphrase])
I(1,57): -0.425281286239624	 ([angels][movie])
I(38,42): -0.42464709281921387	 ([shining][clich])
I(34,44): 0.423824667930603	 ([ann][ann])
I(35,58): -0.423738956451416	 ([sheridan,][chemistry])
I(15,31): 0.4233454465866089	 ([kids.][continuity's])
I(19,58): 0.4228706359863281	 ([dead][chemistry])
I(46,47): 0.4207943379878998	 ([could][read])
I(31,56): -0.41984260082244873	 ([continuity's][virtue])
I(2,39): -0.4191923141479492	 ([dirty][light])
I(15,37): 0.41799628734588623	 ([kids.][true])
I(2,49): -0.4170379638671875	 ([dirty][book])
I(2,59): 0.41637349128723145	 ([dirty][ann])
I(26,65): 0.4162008762359619	 ([sequel][aspect])
I(36,57): 0.4152141213417053	 ([one][movie])
I(59): -0.41518139839172363	 ([ann])
I(27,53): -0.41425979137420654	 ([angels][buy])
I(33,65): -0.4120051860809326	 ([speaking][aspect])
I(1,48): -0.4118649363517761	 ([angels][phone])
I(15,61): -0.4114537239074707	 ([kids.][ronald])
I(28,46): 0.41049015522003174	 ([dirty][could])
I(13,58): 0.4103224277496338	 ([dead][chemistry])
I(24,40): -0.4098336100578308	 ([treated][movie.])
I(22): -0.4088178277015686	 ([ann])
I(2,12): 0.40869593620300293	 ([dirty][shenanigans])
I(32,57): -0.4070591926574707	 ([sake.][movie])
I(15,56): 0.4067472219467163	 ([kids.][virtue])
I(31,57): 0.40629613399505615	 ([continuity's][movie])
I(41,42): 0.406066358089447	 ([paraphrase][clich])
I(32,62): -0.40572941303253174	 ([sake.][reagan.])
I(13,19): 0.40463006496429443	 ([dead][dead])
I(22,59): 0.4044221043586731	 ([ann][ann])
I(21,54): 0.40433943271636963	 ([kids][dvd!])
I(41,45): 0.4038594365119934	 ([paraphrase][sheridan])
I(28,32): 0.40346527099609375	 ([dirty][sake.])
I(5,54): 0.4032871723175049	 ([only,][dvd!])
I(57,63): -0.40242981910705566	 ([movie][unfortunately])
I(15,54): 0.4017953872680664	 ([kids.][dvd!])
I(12,54): -0.4015454053878784	 ([shenanigans][dvd!])
I(22,39): -0.4010791778564453	 ([ann][light])
I(37,57): 0.40041685104370117	 ([true][movie])
I(19,20): 0.3995714783668518	 ([dead][end])
I(28,42): 0.3988194465637207	 ([dirty][clich])
I(31,42): -0.39833009243011475	 ([continuity's][clich])
I(38,47): -0.3974487781524658	 ([shining][read])
I(24,31): 0.396087646484375	 ([treated][continuity's])
I(27,32): -0.39573460817337036	 ([angels][sake.])
I(57,59): -0.39568960666656494	 ([movie][ann])
I(0,21): 0.395587682723999	 ([sequel][kids])
I(47,65): -0.39460158348083496	 ([read][aspect])
I(0,56): -0.3944472074508667	 ([sequel][virtue])
I(24,41): 0.39392566680908203	 ([treated][paraphrase])
I(33): 0.3938063085079193	 ([speaking])
I(39,47): -0.3937397003173828	 ([light][read])
I(60): 0.3911130428314209	 ([sheridan])
I(6,59): -0.3904402256011963	 ([angels][ann])
I(1,58): 0.3902735710144043	 ([angels][chemistry])
I(34,57): -0.3902629613876343	 ([ann][movie])
I(47,48): -0.3886045515537262	 ([read][phone])
I(42,58): -0.38692331314086914	 ([clich][chemistry])
I(39,56): -0.3852543830871582	 ([light][virtue])
I(13,23): 0.3847704231739044	 ([dead][sheridan])
I(28,62): 0.3839184045791626	 ([dirty][reagan.])
I(24,28): -0.38364362716674805	 ([treated][dirty])
I(47,49): -0.38299503922462463	 ([read][book])
I(1,61): -0.37720799446105957	 ([angels][ronald])
I(46): -0.37686407566070557	 ([could])
I(27,29): 0.37497901916503906	 ([angels][faces,])
I(7,9): 0.3741241693496704	 ([wash][suffers])
I(14,63): 0.3718467950820923	 ([end][unfortunately])
I(14,28): 0.3710118532180786	 ([end][dirty])
I(6,56): -0.37007951736450195	 ([angels][virtue])
I(35,65): -0.3675750494003296	 ([sheridan,][aspect])
I(39,42): -0.3666214346885681	 ([light][clich])
I(61,65): 0.3655153512954712	 ([ronald][aspect])
I(47,54): 0.3638392686843872	 ([read][dvd!])
I(48,54): 0.3628529906272888	 ([phone][dvd!])
I(45): -0.3628266453742981	 ([sheridan])
I(19): -0.36125999689102173	 ([dead])
I(6,61): -0.3602064847946167	 ([angels][ronald])
I(36,63): -0.3571615219116211	 ([one][unfortunately])
I(2,62): 0.3567924499511719	 ([dirty][reagan.])
I(38,49): -0.35574865341186523	 ([shining][book])
I(31,36): -0.3546750545501709	 ([continuity's][one])
I(24,25): 0.3542814254760742	 ([treated][actual])
I(36,39): -0.3540639877319336	 ([one][light])
I(35,63): -0.35401391983032227	 ([sheridan,][unfortunately])
I(5,40): 0.35393452644348145	 ([only,][movie.])
I(9,19): 0.35354769229888916	 ([suffers][dead])
I(37,58): -0.3534383773803711	 ([true][chemistry])
I(54,61): -0.35260212421417236	 ([dvd!][ronald])
I(27,61): -0.3519657254219055	 ([angels][ronald])
I(24): 0.35021883249282837	 ([treated])
I(2,51): -0.34961628913879395	 ([dirty][hours])
I(9,27): -0.3494173288345337	 ([suffers][angels])
I(32,35): -0.3476039469242096	 ([sake.][sheridan,])
I(37,39): -0.3470749855041504	 ([true][light])
I(31,33): -0.34442710876464844	 ([continuity's][speaking])
I(11,57): -0.3435889482498169	 ([usual][movie])
I(2,5): 0.34305524826049805	 ([dirty][only,])
I(15,57): -0.34276044368743896	 ([kids.][movie])
I(21,39): 0.34255218505859375	 ([kids][light])
I(15,36): 0.3423043489456177	 ([kids.][one])
I(38,51): 0.34229445457458496	 ([shining][hours])
I(1,32): -0.3422667384147644	 ([angels][sake.])
I(40,45): -0.33991020917892456	 ([movie.][sheridan])
I(19,41): 0.3392963409423828	 ([dead][paraphrase])
I(34,61): -0.33861005306243896	 ([ann][ronald])
I(1,2): 0.33826208114624023	 ([angels][dirty])
I(0,63): -0.33777523040771484	 ([sequel][unfortunately])
I(17,28): -0.33664703369140625	 ([fact,][dirty])
I(9,24): -0.33619701862335205	 ([suffers][treated])
I(35,59): -0.33504295349121094	 ([sheridan,][ann])
I(38,52): -0.33331236243247986	 ([shining][would])
I(41,59): 0.33278536796569824	 ([paraphrase][ann])
I(27,54): -0.3326399326324463	 ([angels][dvd!])
I(53,63): 0.3320598602294922	 ([buy][unfortunately])
I(23,38): 0.3303871154785156	 ([sheridan][shining])
I(9,18): 0.3299753665924072	 ([suffers][presence])
I(49,51): 0.32993125915527344	 ([book][hours])
I(19,23): 0.32928329706192017	 ([dead][sheridan])
I(39,48): -0.32883238792419434	 ([light][phone])
I(26,63): 0.32813453674316406	 ([sequel][unfortunately])
I(27,41): -0.32784104347229004	 ([angels][paraphrase])
I(29,63): 0.32678836584091187	 ([faces,][unfortunately])
I(0,36): -0.3259493112564087	 ([sequel][one])
I(15,59): 0.32571709156036377	 ([kids.][ann])
I(33,58): -0.32508063316345215	 ([speaking][chemistry])
I(34): -0.3239157199859619	 ([ann])
I(43,44): -0.32333874702453613	 ([,][ann])
I(2,24): -0.3229794502258301	 ([dirty][treated])
I(2,56): 0.3224630355834961	 ([dirty][virtue])
I(15,29): 0.32223767042160034	 ([kids.][faces,])
I(9,58): -0.32140159606933594	 ([suffers][chemistry])
I(29,38): -0.31868940591812134	 ([faces,][shining])
I(30,32): 0.31867170333862305	 ([least][sake.])
I(5,65): -0.31798648834228516	 ([only,][aspect])
I(14,41): 0.317937970161438	 ([end][paraphrase])
I(46,52): 0.3174993693828583	 ([could][would])
I(1,40): -0.31590068340301514	 ([angels][movie.])
I(31,59): -0.31523001194000244	 ([continuity's][ann])
I(41,48): 0.31378746032714844	 ([paraphrase][phone])
I(24,26): 0.31341618299484253	 ([treated][sequel])
I(2,46): 0.3121914863586426	 ([dirty][could])
I(28,61): 0.3108292818069458	 ([dirty][ronald])
I(11,41): 0.31076860427856445	 ([usual][paraphrase])
I(36,54): 0.3107036352157593	 ([one][dvd!])
I(6,12): -0.31030571460723877	 ([angels][shenanigans])
I(47,58): -0.3087728023529053	 ([read][chemistry])
I(33,38): -0.30747342109680176	 ([speaking][shining])
I(49,63): -0.3068051338195801	 ([book][unfortunately])
I(36,40): 0.3065377473831177	 ([one][movie.])
I(40,59): -0.3064148426055908	 ([movie.][ann])
I(35,49): 0.30606091022491455	 ([sheridan,][book])
I(11,48): 0.30484098196029663	 ([usual][phone])
I(2,26): 0.304793119430542	 ([dirty][sequel])
I(49,60): 0.30371057987213135	 ([book][sheridan])
I(23,63): 0.3034272789955139	 ([sheridan][unfortunately])
I(29,35): -0.3027229905128479	 ([faces,][sheridan,])
I(27,57): -0.30119264125823975	 ([angels][movie])
I(1,65): 0.30100536346435547	 ([angels][aspect])
I(47,57): 0.2999814748764038	 ([read][movie])
I(11,13): -0.29965347051620483	 ([usual][dead])
I(32,49): -0.2992480397224426	 ([sake.][book])
I(3,6): -0.2988492250442505	 ([faces][angels])
I(7): -0.29855233430862427	 ([wash])
I(47,56): -0.29795241355895996	 ([read][virtue])
I(22,63): 0.29783010482788086	 ([ann][unfortunately])
I(29,57): 0.2971922755241394	 ([faces,][movie])
I(44,63): 0.2971220016479492	 ([ann][unfortunately])
I(1,59): -0.2969619631767273	 ([angels][ann])
I(10): 0.29687562584877014	 ([somewhat])
I(6,42): -0.29621970653533936	 ([angels][clich])
I(41,56): -0.29512691497802734	 ([paraphrase][virtue])
I(0,18): -0.2947670519351959	 ([sequel][presence])
I(6,32): -0.2944033145904541	 ([angels][sake.])
I(0,57): -0.29415130615234375	 ([sequel][movie])
I(4,15): 0.29403984546661377	 ([name][kids.])
I(32,41): 0.29327356815338135	 ([sake.][paraphrase])
I(47): 0.29271969199180603	 ([read])
I(35,54): 0.29259395599365234	 ([sheridan,][dvd!])
I(50,52): -0.29235151410102844	 ([two][would])
I(36,58): -0.2909369468688965	 ([one][chemistry])
I(18,58): -0.2908027172088623	 ([presence][chemistry])
I(3,15): 0.290746808052063	 ([faces][kids.])
I(45,63): 0.2905915379524231	 ([sheridan][unfortunately])
I(6,8): -0.2883927822113037	 ([angels][faces])
I(5,8): -0.2883131206035614	 ([only,][faces])
I(48,52): -0.2880042493343353	 ([phone][would])
I(38,48): -0.2848687171936035	 ([shining][phone])
I(30,35): -0.2848525643348694	 ([least][sheridan,])
I(12,65): 0.2848236560821533	 ([shenanigans][aspect])
I(41,61): 0.2836986780166626	 ([paraphrase][ronald])
I(5,57): 0.2833675742149353	 ([only,][movie])
I(52,58): -0.28313422203063965	 ([would][chemistry])
I(40,54): 0.28293585777282715	 ([movie.][dvd!])
I(59,60): 0.2813272476196289	 ([ann][sheridan])
I(22,58): -0.28088951110839844	 ([ann][chemistry])
I(2,13): 0.28015780448913574	 ([dirty][dead])
I(6,49): -0.2798045873641968	 ([angels][book])
I(28,57): -0.27910852432250977	 ([dirty][movie])
I(6,36): -0.2787601947784424	 ([angels][one])
I(2,53): 0.2783498764038086	 ([dirty][buy])
I(37,38): -0.2769007682800293	 ([true][shining])
I(28,44): 0.276425838470459	 ([dirty][ann])
I(32,60): -0.27569037675857544	 ([sake.][sheridan])
I(23,39): 0.27499866485595703	 ([sheridan][light])
I(41,53): 0.2716423273086548	 ([paraphrase][buy])
I(40,51): -0.26946812868118286	 ([movie.][hours])
I(5,62): 0.2690947651863098	 ([only,][reagan.])
I(33,54): 0.2690715789794922	 ([speaking][dvd!])
I(21,37): 0.2690473794937134	 ([kids][true])
I(23): -0.26809602975845337	 ([sheridan])
I(4,21): 0.26782214641571045	 ([name][kids])
I(26,40): -0.26764464378356934	 ([sequel][movie.])
I(40,44): -0.2667827606201172	 ([movie.][ann])
I(28,45): 0.26591283082962036	 ([dirty][sheridan])
I(12,14): 0.2655267119407654	 ([shenanigans][end])
I(0,13): -0.2653733789920807	 ([sequel][dead])
I(35,48): -0.2652338743209839	 ([sheridan,][phone])
I(11,28): 0.26495933532714844	 ([usual][dirty])
I(35,42): -0.2648506164550781	 ([sheridan,][clich])
I(9,33): 0.264431357383728	 ([suffers][speaking])
I(40,47): 0.2640855312347412	 ([movie.][read])
I(34,65): 0.2636139392852783	 ([ann][aspect])
I(12,21): 0.26301348209381104	 ([shenanigans][kids])
I(1,54): -0.26296818256378174	 ([angels][dvd!])
I(52): 0.2623542249202728	 ([would])
I(6,62): -0.2622142434120178	 ([angels][reagan.])
I(44,65): 0.26172399520874023	 ([ann][aspect])
I(11,53): 0.2611640691757202	 ([usual][buy])
I(1,62): -0.2601041793823242	 ([angels][reagan.])
I(7,31): -0.2598421573638916	 ([wash][continuity's])
I(15,62): 0.2583584785461426	 ([kids.][reagan.])
I(45,47): -0.25716716051101685	 ([sheridan][read])
I(13,15): -0.2568238377571106	 ([dead][kids.])
I(7,11): 0.255573570728302	 ([wash][usual])
I(19,65): 0.2549915313720703	 ([dead][aspect])
I(58,64): -0.2548995018005371	 ([chemistry][,])
I(48): -0.25485044717788696	 ([phone])
